LABOUR_ID,DEALER_ORDER_ID,LABOUR_CODE,LABOUR_NAME,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE
31.0,838.0,LR006,BMS Calibration,9999999999,2024-03-24,9999999988,2024-06-23
32.0,194.0,LR003,Inverter Replacement,9999999999,2024-06-04,9999999988,2024-06-28
33.0,2231.0,LR010,Onboard Charger Repair,9999999999,2024-05-24,9999999988,2024-06-06
34.0,444.0,LR019,Windshield Replacement,9999999999,2024-06-09,9999999988,2024-06-25
35.0,1842.0,LR011,Drive Unit Maintenance,9999999999,2024-01-19,9999999988,2024-01-30
36.0,1247.0,LR001,Battery Replacement,9999999999,2024-03-19,9999999988,2024-05-14
37.0,676.0,LR012,Gearbox Service,9999999999,2024-01-03,9999999988,2024-07-05
38.0,4284.0,LR010,Onboard Charger Repair,9999999999,2024-02-13,9999999988,2024-03-21
39.0,4234.0,LR006,BMS Calibration,9999999999,2024-06-12,9999999988,2024-07-19
40.0,692.0,LR011,Drive Unit Maintenance,9999999999,2024-02-08,9999999988,2024-06-27
41.0,277.0,LR009,Regenerative Braking Adjustment,9999999999,2024-02-28,9999999988,2024-02-29
42.0,1966.0,LR001,Battery Replacement,9999999999,2024-05-08,9999999988,2024-07-18
43.0,4599.0,LR018,Headlight Alignment,9999999999,2024-02-04,9999999988,2024-04-28
44.0,3609.0,LR018,Headlight Alignment,9999999999,2024-06-24,9999999988,2024-07-02
45.0,3643.0,LR005,DC-DC Converter Replacement,9999999999,2024-05-15,9999999988,2024-07-13
46.0,2567.0,LR017,Suspension Repair,9999999999,2024-05-15,9999999988,2024-05-28
47.0,33.0,LR010,Onboard Charger Repair,9999999999,2024-06-13,9999999988,2024-07-14
48.0,1572.0,LR017,Suspension Repair,9999999999,2024-01-12,9999999988,2024-06-09
49.0,2062.0,LR004,Charging Port Repair,9999999999,2024-01-11,9999999988,2024-05-17
50.0,2413.0,LR018,Headlight Alignment,9999999999,2024-03-11,9999999988,2024-04-01
51.0,4346.0,LR003,Inverter Replacement,9999999999,2024-02-04,9999999988,2024-06-23
52.0,2903.0,LR011,Drive Unit Maintenance,9999999999,2024-03-06,9999999988,2024-06-23
53.0,150.0,LR006,BMS Calibration,9999999999,2024-02-24,9999999988,2024-04-15
54.0,27.0,LR001,Battery Replacement,9999999999,2024-05-24,9999999988,2024-05-24
55.0,642.0,LR015,Water Pump Replacement,9999999999,2024-02-25,9999999988,2024-05-06
56.0,2170.0,LR008,Thermal Management Service,9999999999,2024-04-24,9999999988,2024-06-14
57.0,879.0,LR011,Drive Unit Maintenance,9999999999,2024-02-27,9999999988,2024-05-30
58.0,2910.0,LR016,Brake System Service,9999999999,2024-06-19,9999999988,2024-07-11
59.0,2555.0,LR013,Heat Pump Repair,9999999999,2024-05-10,9999999988,2024-06-22
60.0,4731.0,LR019,Windshield Replacement,9999999999,2024-05-11,9999999988,2024-06-30
61.0,3752.0,LR013,Heat Pump Repair,9999999999,2024-05-19,9999999988,2024-06-22
62.0,133.0,LR011,Drive Unit Maintenance,9999999999,2024-06-20,9999999988,2024-07-10
63.0,2794.0,LR002,Motor Repair,9999999999,2024-01-09,9999999988,2024-07-16
64.0,4808.0,LR013,Heat Pump Repair,9999999999,2024-02-07,9999999988,2024-04-02
65.0,200.0,LR009,Regenerative Braking Adjustment,9999999999,2024-02-02,9999999988,2024-06-07
66.0,3879.0,LR005,DC-DC Converter Replacement,9999999999,2024-04-06,9999999988,2024-06-12
67.0,3112.0,LR008,Thermal Management Service,9999999999,2024-01-05,9999999988,2024-02-05
68.0,4424.0,LR002,Motor Repair,9999999999,2024-07-08,9999999988,2024-07-08
69.0,4595.0,LR008,Thermal Management Service,9999999999,2024-04-16,9999999988,2024-07-19
70.0,997.0,LR003,Inverter Replacement,9999999999,2024-03-24,9999999988,2024-04-21
71.0,2672.0,LR001,Battery Replacement,9999999999,2024-04-03,9999999988,2024-07-02
72.0,1858.0,LR002,Motor Repair,9999999999,2024-07-10,9999999988,2024-07-10
73.0,1034.0,LR015,Water Pump Replacement,9999999999,2024-05-18,9999999988,2024-05-27
74.0,2668.0,LR010,Onboard Charger Repair,9999999999,2024-02-18,9999999988,2024-03-06
75.0,4959.0,LR008,Thermal Management Service,9999999999,2024-06-14,9999999988,2024-07-06
76.0,1620.0,LR015,Water Pump Replacement,9999999999,2024-02-29,9999999988,2024-05-25
77.0,668.0,LR008,Thermal Management Service,9999999999,2024-01-17,9999999988,2024-04-04
78.0,687.0,LR017,Suspension Repair,9999999999,2024-02-11,9999999988,2024-02-21
79.0,3833.0,LR001,Battery Replacement,9999999999,2024-04-25,9999999988,2024-06-16
80.0,4170.0,LR005,DC-DC Converter Replacement,9999999999,2024-02-08,9999999988,2024-03-07
81.0,2367.0,LR013,Heat Pump Repair,9999999999,2024-01-03,9999999988,2024-07-07
82.0,4341.0,LR009,Regenerative Braking Adjustment,9999999999,2024-03-05,9999999988,2024-04-27
83.0,2305.0,LR003,Inverter Replacement,9999999999,2024-02-24,9999999988,2024-04-17
84.0,687.0,LR004,Charging Port Repair,9999999999,2024-03-23,9999999988,2024-05-17
85.0,4221.0,LR001,Battery Replacement,9999999999,2024-05-22,9999999988,2024-07-06
86.0,3982.0,LR020,Fuse Replacement,9999999999,2024-05-17,9999999988,2024-06-25
87.0,2086.0,LR007,Power Electronics Repair,9999999999,2024-02-03,9999999988,2024-02-13
88.0,3713.0,LR019,Windshield Replacement,9999999999,2024-07-11,9999999988,2024-07-18
89.0,4954.0,LR010,Onboard Charger Repair,9999999999,2024-02-14,9999999988,2024-07-17
90.0,1534.0,LR012,Gearbox Service,9999999999,2024-06-27,9999999988,2024-06-28
91.0,780.0,LR008,Thermal Management Service,9999999999,2024-01-12,9999999988,2024-01-24
92.0,1704.0,LR016,Brake System Service,9999999999,2024-02-17,9999999988,2024-07-03
93.0,4694.0,LR020,Fuse Replacement,9999999999,2024-04-25,9999999988,2024-05-30
94.0,1753.0,LR002,Motor Repair,9999999999,2024-06-22,9999999988,2024-07-08
95.0,4916.0,LR003,Inverter Replacement,9999999999,2024-03-08,9999999988,2024-07-02
96.0,824.0,LR008,Thermal Management Service,9999999999,2024-02-04,9999999988,2024-07-21
97.0,1641.0,LR020,Fuse Replacement,9999999999,2024-07-07,9999999988,2024-07-15
98.0,3181.0,LR016,Brake System Service,9999999999,2024-04-06,9999999988,2024-05-10
99.0,4415.0,LR008,Thermal Management Service,9999999999,2024-04-08,9999999988,2024-05-23
100.0,1690.0,LR014,AC Compressor Service,9999999999,2024-03-16,9999999988,2024-03-31
101.0,62.0,LR002,Motor Repair,9999999999,2024-02-24,9999999988,2024-03-07
102.0,383.0,LR016,Brake System Service,9999999999,2024-01-05,9999999988,2024-02-08
103.0,3162.0,LR009,Regenerative Braking Adjustment,9999999999,2024-03-14,9999999988,2024-03-28
104.0,2574.0,LR017,Suspension Repair,9999999999,2024-07-18,9999999988,2024-07-19
105.0,1207.0,LR015,Water Pump Replacement,9999999999,2024-01-04,9999999988,2024-06-09
106.0,2993.0,LR006,BMS Calibration,9999999999,2024-02-18,9999999988,2024-05-20
107.0,1569.0,LR016,Brake System Service,9999999999,2024-04-27,9999999988,2024-05-07
108.0,2078.0,LR003,Inverter Replacement,9999999999,2024-02-28,9999999988,2024-03-27
109.0,67.0,LR010,Onboard Charger Repair,9999999999,2024-07-19,9999999988,2024-07-21
110.0,2532.0,LR012,Gearbox Service,9999999999,2024-07-20,9999999988,2024-07-20
111.0,245.0,LR014,AC Compressor Service,9999999999,2024-06-19,9999999988,2024-07-05
112.0,2735.0,LR008,Thermal Management Service,9999999999,2024-03-05,9999999988,2024-05-01
113.0,478.0,LR020,Fuse Replacement,9999999999,2024-01-11,9999999988,2024-01-17
114.0,971.0,LR020,Fuse Replacement,9999999999,2024-07-15,9999999988,2024-07-20
115.0,2652.0,LR012,Gearbox Service,9999999999,2024-01-06,9999999988,2024-06-29
116.0,1583.0,LR013,Heat Pump Repair,9999999999,2024-02-07,9999999988,2024-02-16
117.0,4695.0,LR007,Power Electronics Repair,9999999999,2024-03-30,9999999988,2024-05-09
118.0,70.0,LR011,Drive Unit Maintenance,9999999999,2024-02-16,9999999988,2024-06-22
119.0,2880.0,LR019,Windshield Replacement,9999999999,2024-01-15,9999999988,2024-03-22
120.0,2679.0,LR003,Inverter Replacement,9999999999,2024-02-10,9999999988,2024-03-04
121.0,3426.0,LR017,Suspension Repair,9999999999,2024-03-17,9999999988,2024-07-04
122.0,1180.0,LR005,DC-DC Converter Replacement,9999999999,2024-06-08,9999999988,2024-06-12
123.0,2047.0,LR001,Battery Replacement,9999999999,2024-05-22,9999999988,2024-06-02
124.0,3989.0,LR015,Water Pump Replacement,9999999999,2024-01-14,9999999988,2024-03-01
125.0,1964.0,LR009,Regenerative Braking Adjustment,9999999999,2024-05-29,9999999988,2024-05-31
126.0,2456.0,LR012,Gearbox Service,9999999999,2024-01-25,9999999988,2024-05-08
127.0,326.0,LR008,Thermal Management Service,9999999999,2024-06-05,9999999988,2024-06-07
128.0,3490.0,LR010,Onboard Charger Repair,9999999999,2024-03-02,9999999988,2024-06-29
129.0,2279.0,LR007,Power Electronics Repair,9999999999,2024-04-03,9999999988,2024-06-10
130.0,3532.0,LR004,Charging Port Repair,9999999999,2024-06-03,9999999988,2024-07-12
131.0,4309.0,LR008,Thermal Management Service,9999999999,2024-04-23,9999999988,2024-06-16
132.0,2815.0,LR008,Thermal Management Service,9999999999,2024-07-15,9999999988,2024-07-18
133.0,3069.0,LR012,Gearbox Service,9999999999,2024-04-05,9999999988,2024-06-13
134.0,1064.0,LR009,Regenerative Braking Adjustment,9999999999,2024-01-27,9999999988,2024-07-18
135.0,4738.0,LR001,Battery Replacement,9999999999,2024-04-01,9999999988,2024-06-15
136.0,1654.0,LR001,Battery Replacement,9999999999,2024-01-24,9999999988,2024-04-27
137.0,952.0,LR001,Battery Replacement,9999999999,2024-02-17,9999999988,2024-06-09
138.0,1066.0,LR017,Suspension Repair,9999999999,2024-04-28,9999999988,2024-05-02
139.0,4774.0,LR018,Headlight Alignment,9999999999,2024-06-06,9999999988,2024-07-12
140.0,4444.0,LR001,Battery Replacement,9999999999,2024-06-26,9999999988,2024-06-27
141.0,1701.0,LR008,Thermal Management Service,9999999999,2024-01-12,9999999988,2024-07-21
142.0,3915.0,LR013,Heat Pump Repair,9999999999,2024-05-02,9999999988,2024-05-08
143.0,3008.0,LR008,Thermal Management Service,9999999999,2024-01-10,9999999988,2024-04-19
144.0,3526.0,LR014,AC Compressor Service,9999999999,2024-06-28,9999999988,2024-07-07
145.0,769.0,LR005,DC-DC Converter Replacement,9999999999,2024-04-19,9999999988,2024-07-03
146.0,4900.0,LR016,Brake System Service,9999999999,2024-06-29,9999999988,2024-07-21
147.0,11.0,LR012,Gearbox Service,9999999999,2024-06-24,9999999988,2024-07-12
148.0,3111.0,LR003,Inverter Replacement,9999999999,2024-01-21,9999999988,2024-01-25
149.0,1483.0,LR001,Battery Replacement,9999999999,2024-06-10,9999999988,2024-07-07
150.0,735.0,LR006,BMS Calibration,9999999999,2024-02-07,9999999988,2024-07-03
151.0,3811.0,LR019,Windshield Replacement,9999999999,2024-02-26,9999999988,2024-04-08
152.0,2801.0,LR006,BMS Calibration,9999999999,2024-06-29,9999999988,2024-07-19
153.0,218.0,LR002,Motor Repair,9999999999,2024-04-10,9999999988,2024-04-21
154.0,406.0,LR010,Onboard Charger Repair,9999999999,2024-06-07,9999999988,2024-07-09
155.0,3683.0,LR006,BMS Calibration,9999999999,2024-02-02,9999999988,2024-04-10
156.0,160.0,LR009,Regenerative Braking Adjustment,9999999999,2024-05-05,9999999988,2024-06-09
157.0,4608.0,LR011,Drive Unit Maintenance,9999999999,2024-04-17,9999999988,2024-07-13
158.0,959.0,LR011,Drive Unit Maintenance,9999999999,2024-03-07,9999999988,2024-06-11
159.0,3930.0,LR008,Thermal Management Service,9999999999,2024-07-16,9999999988,2024-07-20
160.0,1738.0,LR011,Drive Unit Maintenance,9999999999,2024-01-24,9999999988,2024-03-06
161.0,4908.0,LR010,Onboard Charger Repair,9999999999,2024-07-20,9999999988,2024-07-20
162.0,4085.0,LR004,Charging Port Repair,9999999999,2024-03-25,9999999988,2024-04-19
163.0,3515.0,LR019,Windshield Replacement,9999999999,2024-01-06,9999999988,2024-06-14
164.0,3935.0,LR011,Drive Unit Maintenance,9999999999,2024-07-11,9999999988,2024-07-13
165.0,856.0,LR005,DC-DC Converter Replacement,9999999999,2024-04-01,9999999988,2024-06-12
166.0,1508.0,LR003,Inverter Replacement,9999999999,2024-01-25,9999999988,2024-06-30
167.0,761.0,LR016,Brake System Service,9999999999,2024-06-20,9999999988,2024-07-15
168.0,3516.0,LR011,Drive Unit Maintenance,9999999999,2024-05-05,9999999988,2024-06-22
169.0,4187.0,LR008,Thermal Management Service,9999999999,2024-01-05,9999999988,2024-07-04
170.0,1436.0,LR018,Headlight Alignment,9999999999,2024-03-05,9999999988,2024-06-07
171.0,3068.0,LR014,AC Compressor Service,9999999999,2024-06-12,9999999988,2024-06-29
172.0,2294.0,LR017,Suspension Repair,9999999999,2024-05-04,9999999988,2024-06-11
173.0,4437.0,LR004,Charging Port Repair,9999999999,2024-05-18,9999999988,2024-07-07
174.0,1508.0,LR010,Onboard Charger Repair,9999999999,2024-03-28,9999999988,2024-07-18
175.0,3315.0,LR018,Headlight Alignment,9999999999,2024-07-18,9999999988,2024-07-19
176.0,4345.0,LR002,Motor Repair,9999999999,2024-05-03,9999999988,2024-05-21
177.0,3571.0,LR008,Thermal Management Service,9999999999,2024-02-11,9999999988,2024-02-16
178.0,2858.0,LR018,Headlight Alignment,9999999999,2024-01-04,9999999988,2024-06-07
179.0,2308.0,LR018,Headlight Alignment,9999999999,2024-03-23,9999999988,2024-06-26
180.0,990.0,LR009,Regenerative Braking Adjustment,9999999999,2024-05-27,9999999988,2024-07-09
181.0,747.0,LR014,AC Compressor Service,9999999999,2024-03-07,9999999988,2024-04-23
182.0,3298.0,LR003,Inverter Replacement,9999999999,2024-03-02,9999999988,2024-05-01
183.0,2254.0,LR016,Brake System Service,9999999999,2024-06-25,9999999988,2024-06-28
184.0,1840.0,LR001,Battery Replacement,9999999999,2024-04-07,9999999988,2024-05-17
185.0,2413.0,LR002,Motor Repair,9999999999,2024-06-25,9999999988,2024-07-08
186.0,3087.0,LR004,Charging Port Repair,9999999999,2024-02-26,9999999988,2024-06-22
187.0,4367.0,LR011,Drive Unit Maintenance,9999999999,2024-06-03,9999999988,2024-06-12
188.0,3807.0,LR004,Charging Port Repair,9999999999,2024-02-02,9999999988,2024-03-21
189.0,4368.0,LR011,Drive Unit Maintenance,9999999999,2024-05-05,9999999988,2024-06-04
190.0,839.0,LR006,BMS Calibration,9999999999,2024-01-29,9999999988,2024-03-20
191.0,1720.0,LR011,Drive Unit Maintenance,9999999999,2024-06-18,9999999988,2024-07-11
192.0,3825.0,LR020,Fuse Replacement,9999999999,2024-07-03,9999999988,2024-07-21
193.0,4138.0,LR014,AC Compressor Service,9999999999,2024-02-06,9999999988,2024-04-16
194.0,958.0,LR011,Drive Unit Maintenance,9999999999,2024-03-02,9999999988,2024-03-02
195.0,2246.0,LR020,Fuse Replacement,9999999999,2024-04-29,9999999988,2024-07-02
196.0,1452.0,LR001,Battery Replacement,9999999999,2024-07-20,9999999988,2024-07-20
197.0,4034.0,LR012,Gearbox Service,9999999999,2024-03-01,9999999988,2024-04-03
198.0,4431.0,LR017,Suspension Repair,9999999999,2024-03-20,9999999988,2024-07-03
199.0,288.0,LR020,Fuse Replacement,9999999999,2024-04-04,9999999988,2024-04-07
200.0,4500.0,LR013,Heat Pump Repair,9999999999,2024-07-01,9999999988,2024-07-05
201.0,3396.0,LR015,Water Pump Replacement,9999999999,2024-03-11,9999999988,2024-04-24
202.0,4588.0,LR001,Battery Replacement,9999999999,2024-04-07,9999999988,2024-04-08
203.0,913.0,LR001,Battery Replacement,9999999999,2024-02-06,9999999988,2024-03-03
204.0,4196.0,LR011,Drive Unit Maintenance,9999999999,2024-01-09,9999999988,2024-01-20
205.0,3071.0,LR004,Charging Port Repair,9999999999,2024-07-15,9999999988,2024-07-21
206.0,1659.0,LR011,Drive Unit Maintenance,9999999999,2024-05-11,9999999988,2024-05-14
207.0,2845.0,LR015,Water Pump Replacement,9999999999,2024-01-07,9999999988,2024-06-11
208.0,2102.0,LR005,DC-DC Converter Replacement,9999999999,2024-01-24,9999999988,2024-06-23
209.0,4450.0,LR002,Motor Repair,9999999999,2024-04-21,9999999988,2024-06-03
210.0,642.0,LR017,Suspension Repair,9999999999,2024-01-28,9999999988,2024-03-01
211.0,1697.0,LR014,AC Compressor Service,9999999999,2024-06-10,9999999988,2024-06-15
212.0,1052.0,LR005,DC-DC Converter Replacement,9999999999,2024-02-15,9999999988,2024-06-13
213.0,541.0,LR011,Drive Unit Maintenance,9999999999,2024-07-09,9999999988,2024-07-13
214.0,2245.0,LR002,Motor Repair,9999999999,2024-06-20,9999999988,2024-07-01
215.0,490.0,LR003,Inverter Replacement,9999999999,2024-02-15,9999999988,2024-07-05
216.0,4658.0,LR002,Motor Repair,9999999999,2024-01-04,9999999988,2024-02-16
217.0,377.0,LR019,Windshield Replacement,9999999999,2024-05-10,9999999988,2024-05-12
218.0,2886.0,LR014,AC Compressor Service,9999999999,2024-06-30,9999999988,2024-07-09
219.0,4167.0,LR009,Regenerative Braking Adjustment,9999999999,2024-03-23,9999999988,2024-05-26
220.0,638.0,LR004,Charging Port Repair,9999999999,2024-02-19,9999999988,2024-06-13
221.0,895.0,LR004,Charging Port Repair,9999999999,2024-04-02,9999999988,2024-07-02
222.0,4288.0,LR016,Brake System Service,9999999999,2024-03-04,9999999988,2024-07-15
223.0,3780.0,LR007,Power Electronics Repair,9999999999,2024-07-02,9999999988,2024-07-21
224.0,4324.0,LR004,Charging Port Repair,9999999999,2024-01-09,9999999988,2024-04-03
225.0,426.0,LR003,Inverter Replacement,9999999999,2024-03-01,9999999988,2024-03-14
226.0,3870.0,LR019,Windshield Replacement,9999999999,2024-01-25,9999999988,2024-07-10
227.0,2501.0,LR006,BMS Calibration,9999999999,2024-04-04,9999999988,2024-07-03
228.0,1569.0,LR001,Battery Replacement,9999999999,2024-05-01,9999999988,2024-06-21
229.0,2305.0,LR020,Fuse Replacement,9999999999,2024-03-18,9999999988,2024-07-06
230.0,3074.0,LR018,Headlight Alignment,9999999999,2024-02-24,9999999988,2024-06-20
231.0,386.0,LR013,Heat Pump Repair,9999999999,2024-02-12,9999999988,2024-04-20
232.0,4872.0,LR019,Windshield Replacement,9999999999,2024-03-27,9999999988,2024-05-30
233.0,3066.0,LR011,Drive Unit Maintenance,9999999999,2024-01-20,9999999988,2024-05-23
234.0,3575.0,LR017,Suspension Repair,9999999999,2024-03-11,9999999988,2024-07-18
235.0,4071.0,LR018,Headlight Alignment,9999999999,2024-02-23,9999999988,2024-03-10
236.0,665.0,LR014,AC Compressor Service,9999999999,2024-03-28,9999999988,2024-07-11
237.0,1629.0,LR018,Headlight Alignment,9999999999,2024-01-13,9999999988,2024-06-08
238.0,4450.0,LR011,Drive Unit Maintenance,9999999999,2024-06-28,9999999988,2024-07-03
239.0,3004.0,LR001,Battery Replacement,9999999999,2024-03-20,9999999988,2024-06-02
240.0,2278.0,LR003,Inverter Replacement,9999999999,2024-01-01,9999999988,2024-07-19
241.0,583.0,LR019,Windshield Replacement,9999999999,2024-02-19,9999999988,2024-05-10
242.0,547.0,LR006,BMS Calibration,9999999999,2024-01-19,9999999988,2024-07-13
243.0,2515.0,LR003,Inverter Replacement,9999999999,2024-07-18,9999999988,2024-07-20
244.0,1363.0,LR014,AC Compressor Service,9999999999,2024-04-19,9999999988,2024-04-19
245.0,4871.0,LR005,DC-DC Converter Replacement,9999999999,2024-03-26,9999999988,2024-04-22
246.0,2455.0,LR003,Inverter Replacement,9999999999,2024-01-19,9999999988,2024-07-07
247.0,602.0,LR005,DC-DC Converter Replacement,9999999999,2024-02-13,9999999988,2024-06-20
248.0,492.0,LR008,Thermal Management Service,9999999999,2024-03-27,9999999988,2024-07-18
249.0,1450.0,LR003,Inverter Replacement,9999999999,2024-06-19,9999999988,2024-07-16
250.0,3844.0,LR008,Thermal Management Service,9999999999,2024-02-28,9999999988,2024-05-29
251.0,3958.0,LR014,AC Compressor Service,9999999999,2024-06-04,9999999988,2024-06-07
252.0,3205.0,LR011,Drive Unit Maintenance,9999999999,2024-02-22,9999999988,2024-06-01
253.0,1411.0,LR008,Thermal Management Service,9999999999,2024-01-31,9999999988,2024-04-15
254.0,3822.0,LR020,Fuse Replacement,9999999999,2024-05-19,9999999988,2024-07-21
255.0,4070.0,LR013,Heat Pump Repair,9999999999,2024-03-19,9999999988,2024-05-23
256.0,2337.0,LR005,DC-DC Converter Replacement,9999999999,2024-03-19,9999999988,2024-05-09
257.0,1588.0,LR003,Inverter Replacement,9999999999,2024-07-12,9999999988,2024-07-14
258.0,4533.0,LR015,Water Pump Replacement,9999999999,2024-01-01,9999999988,2024-04-19
259.0,3215.0,LR018,Headlight Alignment,9999999999,2024-07-21,9999999988,2024-07-21
260.0,4428.0,LR001,Battery Replacement,9999999999,2024-01-09,9999999988,2024-06-04
261.0,1603.0,LR019,Windshield Replacement,9999999999,2024-04-03,9999999988,2024-07-11
262.0,501.0,LR012,Gearbox Service,9999999999,2024-03-13,9999999988,2024-06-14
263.0,2856.0,LR018,Headlight Alignment,9999999999,2024-03-31,9999999988,2024-05-01
264.0,1190.0,LR002,Motor Repair,9999999999,2024-03-01,9999999988,2024-06-19
265.0,4569.0,LR008,Thermal Management Service,9999999999,2024-04-12,9999999988,2024-05-14
266.0,2929.0,LR011,Drive Unit Maintenance,9999999999,2024-04-08,9999999988,2024-04-16
267.0,1761.0,LR018,Headlight Alignment,9999999999,2024-07-09,9999999988,2024-07-21
268.0,802.0,LR015,Water Pump Replacement,9999999999,2024-04-22,9999999988,2024-05-27
269.0,3053.0,LR003,Inverter Replacement,9999999999,2024-07-15,9999999988,2024-07-16
270.0,56.0,LR012,Gearbox Service,9999999999,2024-02-25,9999999988,2024-03-05
271.0,4751.0,LR013,Heat Pump Repair,9999999999,2024-06-12,9999999988,2024-07-14
272.0,2598.0,LR003,Inverter Replacement,9999999999,2024-04-23,9999999988,2024-05-03
273.0,4555.0,LR001,Battery Replacement,9999999999,2024-03-25,9999999988,2024-07-19
274.0,1423.0,LR001,Battery Replacement,9999999999,2024-02-22,9999999988,2024-04-17
275.0,1666.0,LR012,Gearbox Service,9999999999,2024-02-10,9999999988,2024-05-26
276.0,2087.0,LR016,Brake System Service,9999999999,2024-03-15,9999999988,2024-07-04
277.0,4844.0,LR013,Heat Pump Repair,9999999999,2024-04-13,9999999988,2024-06-17
278.0,3818.0,LR017,Suspension Repair,9999999999,2024-03-11,9999999988,2024-05-04
279.0,3432.0,LR002,Motor Repair,9999999999,2024-05-22,9999999988,2024-06-05
280.0,1939.0,LR013,Heat Pump Repair,9999999999,2024-02-27,9999999988,2024-05-07
281.0,1494.0,LR014,AC Compressor Service,9999999999,2024-07-05,9999999988,2024-07-17
282.0,1711.0,LR016,Brake System Service,9999999999,2024-06-20,9999999988,2024-07-01
283.0,378.0,LR010,Onboard Charger Repair,9999999999,2024-03-23,9999999988,2024-05-21
284.0,4317.0,LR020,Fuse Replacement,9999999999,2024-04-26,9999999988,2024-06-23
285.0,1936.0,LR015,Water Pump Replacement,9999999999,2024-03-01,9999999988,2024-05-16
286.0,4651.0,LR004,Charging Port Repair,9999999999,2024-05-24,9999999988,2024-07-20
287.0,2419.0,LR012,Gearbox Service,9999999999,2024-03-28,9999999988,2024-05-07
288.0,3769.0,LR010,Onboard Charger Repair,9999999999,2024-03-23,9999999988,2024-04-22
289.0,4604.0,LR014,AC Compressor Service,9999999999,2024-03-30,9999999988,2024-04-15
290.0,2744.0,LR003,Inverter Replacement,9999999999,2024-05-28,9999999988,2024-06-20
291.0,2606.0,LR013,Heat Pump Repair,9999999999,2024-02-16,9999999988,2024-03-13
292.0,2918.0,LR009,Regenerative Braking Adjustment,9999999999,2024-02-28,9999999988,2024-03-16
293.0,2964.0,LR020,Fuse Replacement,9999999999,2024-06-05,9999999988,2024-06-29
294.0,3837.0,LR009,Regenerative Braking Adjustment,9999999999,2024-01-07,9999999988,2024-04-02
295.0,1972.0,LR018,Headlight Alignment,9999999999,2024-03-27,9999999988,2024-07-19
296.0,2952.0,LR012,Gearbox Service,9999999999,2024-03-08,9999999988,2024-07-08
297.0,2741.0,LR010,Onboard Charger Repair,9999999999,2024-03-25,9999999988,2024-05-11
298.0,1885.0,LR005,DC-DC Converter Replacement,9999999999,2024-04-12,9999999988,2024-04-22
299.0,585.0,LR011,Drive Unit Maintenance,9999999999,2024-06-08,9999999988,2024-06-28
