SALE_PART_ID,DEALER_ORDER_ID,PART_CODE,PART_NAME,PART_QUANTITY,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE
54.0,629.0,IN003,Inverter,1.0,9999999999,2024-02-01,9999999988,2024-04-03
55.0,2147.0,TMS008,Thermal Management System,1.0,9999999999,2024-02-14,9999999988,2024-05-18
56.0,2676.0,TMS008,Thermal Management System,1.0,9999999999,2024-05-10,9999999988,2024-05-28
57.0,229.0,CAF034,Cabin Air Filter,2.0,9999999999,2024-04-04,9999999988,2024-04-07
58.0,2082.0,WB025,Wiper Blades,4.0,9999999999,2024-04-15,9999999988,2024-05-07
59.0,2545.0,CA027,Control Arms,1.0,9999999999,2024-03-26,9999999988,2024-06-06
60.0,3180.0,RBS009,Regenerative Braking System,1.0,9999999999,2024-03-07,9999999988,2024-05-10
61.0,1929.0,BD018,Brake Discs,2.0,9999999999,2024-06-14,9999999988,2024-06-17
62.0,4225.0,BP017,Brake Pads,1.0,9999999999,2024-02-09,9999999988,2024-07-10
63.0,2173.0,BD018,Brake Discs,1.0,9999999999,2024-02-26,9999999988,2024-07-10
64.0,4684.0,WS021,Windshield,1.0,9999999999,2024-03-25,9999999988,2024-04-02
65.0,1395.0,CAF034,Cabin Air Filter,2.0,9999999999,2024-01-29,9999999988,2024-02-03
66.0,4561.0,BD018,Brake Discs,2.0,9999999999,2024-02-18,9999999988,2024-06-20
67.0,4209.0,HL023,Headlights,2.0,9999999999,2024-03-14,9999999988,2024-07-09
68.0,595.0,CA027,Control Arms,2.0,9999999999,2024-02-16,9999999988,2024-05-01
69.0,3948.0,BP017,Brake Pads,4.0,9999999999,2024-02-05,9999999988,2024-04-16
70.0,746.0,SC026,"Suspension Components (Shocks, Struts)",2.0,9999999999,2024-02-15,9999999988,2024-02-22
71.0,4186.0,RBS009,Regenerative Braking System,1.0,9999999999,2024-01-09,9999999988,2024-03-24
72.0,2420.0,SC026,"Suspension Components (Shocks, Struts)",2.0,9999999999,2024-03-12,9999999988,2024-04-05
73.0,3196.0,EAC015,Electric Air Conditioning Compressor,1.0,9999999999,2024-07-05,9999999988,2024-07-10
74.0,2652.0,BD018,Brake Discs,1.0,9999999999,2024-01-24,9999999988,2024-06-03
75.0,3539.0,CAF034,Cabin Air Filter,3.0,9999999999,2024-01-09,9999999988,2024-06-22
76.0,2918.0,BP017,Brake Pads,4.0,9999999999,2024-02-09,9999999988,2024-07-20
77.0,937.0,WB020,Wheel Bearings,3.0,9999999999,2024-04-10,9999999988,2024-04-23
78.0,759.0,EWP016,Electric Water Pump,1.0,9999999999,2024-03-26,9999999988,2024-04-08
79.0,1354.0,BD018,Brake Discs,2.0,9999999999,2024-04-26,9999999988,2024-05-30
80.0,3376.0,TRE028,Tie Rod Ends,3.0,9999999999,2024-06-18,9999999988,2024-06-26
81.0,4244.0,BP017,Brake Pads,2.0,9999999999,2024-01-24,9999999988,2024-04-30
82.0,3951.0,TI019,Tires,2.0,9999999999,2024-06-30,9999999988,2024-06-30
83.0,4034.0,WB020,Wheel Bearings,3.0,9999999999,2024-02-09,9999999988,2024-06-23
84.0,3172.0,IN003,Inverter,1.0,9999999999,2024-05-31,9999999988,2024-06-19
85.0,4543.0,WB025,Wiper Blades,1.0,9999999999,2024-04-11,9999999988,2024-06-19
86.0,4687.0,BF032,Brake Fluid,2.0,9999999999,2024-07-01,9999999988,2024-07-21
87.0,3551.0,DC005,DC-DC Converter,1.0,9999999999,2024-03-06,9999999988,2024-07-19
88.0,2055.0,TI019,Tires,3.0,9999999999,2024-03-19,9999999988,2024-03-30
89.0,2538.0,BP001,Battery Pack,1.0,9999999999,2024-03-02,9999999988,2024-04-02
90.0,828.0,HL023,Headlights,2.0,9999999999,2024-05-12,9999999988,2024-07-02
91.0,4283.0,PSF033,Power Steering Fluid (if applicable),2.0,9999999999,2024-04-07,9999999988,2024-04-29
92.0,624.0,TI019,Tires,1.0,9999999999,2024-06-20,9999999988,2024-07-22
93.0,1985.0,CAF034,Cabin Air Filter,3.0,9999999999,2024-03-08,9999999988,2024-03-10
94.0,120.0,WB020,Wheel Bearings,4.0,9999999999,2024-07-02,9999999988,2024-07-18
95.0,2324.0,RG013,Reduction Gear,1.0,9999999999,2024-06-08,9999999988,2024-07-21
96.0,2182.0,SC026,"Suspension Components (Shocks, Struts)",3.0,9999999999,2024-07-16,9999999988,2024-07-19
97.0,3129.0,BF032,Brake Fluid,2.0,9999999999,2024-05-18,9999999988,2024-06-24
98.0,2731.0,BP017,Brake Pads,3.0,9999999999,2024-04-07,9999999988,2024-05-06
99.0,847.0,TRE028,Tie Rod Ends,1.0,9999999999,2024-01-05,9999999988,2024-06-30
100.0,349.0,WB025,Wiper Blades,3.0,9999999999,2024-01-31,9999999988,2024-04-05
101.0,605.0,RBS009,Regenerative Braking System,1.0,9999999999,2024-01-18,9999999988,2024-05-02
102.0,2810.0,BD018,Brake Discs,3.0,9999999999,2024-04-19,9999999988,2024-05-02
103.0,72.0,PEC007,Power Electronics Controller,1.0,9999999999,2024-04-03,9999999988,2024-07-05
104.0,865.0,WS021,Windshield,1.0,9999999999,2024-05-16,9999999988,2024-07-14
105.0,2091.0,EDU012,Electric Drive Unit,1.0,9999999999,2024-04-21,9999999988,2024-06-25
106.0,1469.0,SC026,"Suspension Components (Shocks, Struts)",1.0,9999999999,2024-05-19,9999999988,2024-07-15
107.0,3230.0,AX030,Axles,4.0,9999999999,2024-02-21,9999999988,2024-07-08
108.0,143.0,EWP016,Electric Water Pump,1.0,9999999999,2024-04-30,9999999988,2024-06-06
109.0,3958.0,BF032,Brake Fluid,4.0,9999999999,2024-06-09,9999999988,2024-07-19
110.0,4604.0,CL031,Coolant (for thermal management),2.0,9999999999,2024-02-01,9999999988,2024-02-01
111.0,1612.0,BF032,Brake Fluid,2.0,9999999999,2024-03-15,9999999988,2024-05-18
112.0,4716.0,CA027,Control Arms,4.0,9999999999,2024-03-03,9999999988,2024-04-18
113.0,4485.0,AX030,Axles,3.0,9999999999,2024-03-27,9999999988,2024-06-22
114.0,505.0,BF032,Brake Fluid,4.0,9999999999,2024-05-27,9999999988,2024-07-21
115.0,2943.0,HL023,Headlights,2.0,9999999999,2024-06-09,9999999988,2024-06-10
116.0,2673.0,PEC007,Power Electronics Controller,1.0,9999999999,2024-06-05,9999999988,2024-07-17
117.0,525.0,CVJ029,CV Joints,4.0,9999999999,2024-06-11,9999999988,2024-07-18
118.0,1769.0,BP017,Brake Pads,3.0,9999999999,2024-01-19,9999999988,2024-02-20
119.0,2833.0,CL031,Coolant (for thermal management),2.0,9999999999,2024-06-21,9999999988,2024-06-24
120.0,1009.0,WS021,Windshield,1.0,9999999999,2024-04-10,9999999988,2024-05-10
121.0,3456.0,BP017,Brake Pads,1.0,9999999999,2024-06-22,9999999988,2024-07-17
122.0,3412.0,BD018,Brake Discs,2.0,9999999999,2024-07-08,9999999988,2024-07-21
123.0,4857.0,FB035,Fuse Box,1.0,9999999999,2024-01-01,9999999988,2024-01-16
124.0,4502.0,TMS008,Thermal Management System,1.0,9999999999,2024-07-11,9999999988,2024-07-14
125.0,4766.0,EAC015,Electric Air Conditioning Compressor,1.0,9999999999,2024-05-01,9999999988,2024-07-21
126.0,3535.0,CP004,Charging Port,1.0,9999999999,2024-06-30,9999999988,2024-07-01
127.0,1054.0,CP004,Charging Port,1.0,9999999999,2024-06-10,9999999988,2024-06-19
128.0,55.0,CVJ029,CV Joints,1.0,9999999999,2024-02-02,9999999988,2024-07-13
129.0,2017.0,BP017,Brake Pads,2.0,9999999999,2024-02-20,9999999988,2024-02-22
130.0,819.0,FB035,Fuse Box,1.0,9999999999,2024-06-05,9999999988,2024-07-21
131.0,1295.0,FB035,Fuse Box,1.0,9999999999,2024-06-11,9999999988,2024-06-26
132.0,3686.0,CP004,Charging Port,1.0,9999999999,2024-01-02,9999999988,2024-03-24
133.0,1083.0,HP014,Heat Pump,1.0,9999999999,2024-01-06,9999999988,2024-01-06
134.0,2734.0,SC026,"Suspension Components (Shocks, Struts)",4.0,9999999999,2024-02-07,9999999988,2024-03-14
135.0,4981.0,CAF034,Cabin Air Filter,3.0,9999999999,2024-02-16,9999999988,2024-06-13
136.0,916.0,EWP016,Electric Water Pump,1.0,9999999999,2024-03-18,9999999988,2024-05-15
137.0,1984.0,RG013,Reduction Gear,1.0,9999999999,2024-04-18,9999999988,2024-06-23
138.0,4166.0,CA027,Control Arms,3.0,9999999999,2024-03-11,9999999988,2024-03-30
139.0,1028.0,CA027,Control Arms,3.0,9999999999,2024-07-03,9999999988,2024-07-12
140.0,4804.0,CL031,Coolant (for thermal management),3.0,9999999999,2024-02-01,9999999988,2024-02-05
141.0,1100.0,BD018,Brake Discs,3.0,9999999999,2024-04-16,9999999988,2024-07-12
142.0,2135.0,TL024,Taillights,2.0,9999999999,2024-02-14,9999999988,2024-04-03
143.0,4181.0,DC005,DC-DC Converter,1.0,9999999999,2024-02-21,9999999988,2024-06-26
144.0,4586.0,AX030,Axles,4.0,9999999999,2024-07-21,9999999988,2024-07-22
145.0,1642.0,TRE028,Tie Rod Ends,4.0,9999999999,2024-05-14,9999999988,2024-05-25
146.0,743.0,TMS008,Thermal Management System,1.0,9999999999,2024-02-29,9999999988,2024-04-23
147.0,3718.0,CP004,Charging Port,1.0,9999999999,2024-01-08,9999999988,2024-01-24
148.0,4056.0,TL024,Taillights,2.0,9999999999,2024-01-16,9999999988,2024-02-24
149.0,2646.0,CVJ029,CV Joints,2.0,9999999999,2024-04-10,9999999988,2024-06-10
150.0,3237.0,BMS006,Battery Management System (BMS),1.0,9999999999,2024-05-22,9999999988,2024-07-16
151.0,3816.0,CAF034,Cabin Air Filter,3.0,9999999999,2024-01-17,9999999988,2024-06-29
152.0,2907.0,BF032,Brake Fluid,1.0,9999999999,2024-07-11,9999999988,2024-07-19
153.0,3400.0,EAC015,Electric Air Conditioning Compressor,1.0,9999999999,2024-06-27,9999999988,2024-07-18
154.0,2094.0,PSF033,Power Steering Fluid (if applicable),3.0,9999999999,2024-05-24,9999999988,2024-07-15
155.0,682.0,CA027,Control Arms,3.0,9999999999,2024-03-10,9999999988,2024-04-19
156.0,2604.0,CA027,Control Arms,3.0,9999999999,2024-05-25,9999999988,2024-07-21
157.0,636.0,AX030,Axles,1.0,9999999999,2024-04-23,9999999988,2024-04-23
158.0,4390.0,BD018,Brake Discs,3.0,9999999999,2024-02-23,9999999988,2024-03-23
159.0,2718.0,TMS008,Thermal Management System,1.0,9999999999,2024-04-15,9999999988,2024-06-18
160.0,3190.0,WS021,Windshield,1.0,9999999999,2024-05-11,9999999988,2024-06-15
161.0,2707.0,CAF034,Cabin Air Filter,4.0,9999999999,2024-02-06,9999999988,2024-04-11
162.0,4113.0,TL024,Taillights,4.0,9999999999,2024-01-14,9999999988,2024-01-22
163.0,1213.0,HVC011,High Voltage Cables,1.0,9999999999,2024-04-14,9999999988,2024-05-15
164.0,4358.0,WS021,Windshield,1.0,9999999999,2024-02-28,9999999988,2024-06-20
165.0,2081.0,EWP016,Electric Water Pump,1.0,9999999999,2024-04-22,9999999988,2024-05-27
166.0,4421.0,HVC011,High Voltage Cables,4.0,9999999999,2024-06-02,9999999988,2024-06-14
167.0,1328.0,BP017,Brake Pads,1.0,9999999999,2024-04-23,9999999988,2024-05-04
168.0,937.0,CA027,Control Arms,2.0,9999999999,2024-07-04,9999999988,2024-07-21
169.0,386.0,BP017,Brake Pads,3.0,9999999999,2024-04-03,9999999988,2024-04-12
170.0,373.0,SC026,"Suspension Components (Shocks, Struts)",1.0,9999999999,2024-04-29,9999999988,2024-05-16
171.0,1338.0,CVJ029,CV Joints,4.0,9999999999,2024-07-22,9999999988,2024-07-22
172.0,2876.0,CA027,Control Arms,3.0,9999999999,2024-04-27,9999999988,2024-06-05
173.0,1632.0,CAF034,Cabin Air Filter,4.0,9999999999,2024-05-07,9999999988,2024-06-05
174.0,490.0,IN003,Inverter,1.0,9999999999,2024-06-10,9999999988,2024-06-15
175.0,2772.0,MI022,Mirrors,4.0,9999999999,2024-02-08,9999999988,2024-05-26
176.0,3521.0,WB025,Wiper Blades,1.0,9999999999,2024-07-05,9999999988,2024-07-16
177.0,3949.0,CP004,Charging Port,1.0,9999999999,2024-05-10,9999999988,2024-06-12
178.0,484.0,IN003,Inverter,1.0,9999999999,2024-02-18,9999999988,2024-05-21
179.0,177.0,BD018,Brake Discs,4.0,9999999999,2024-02-15,9999999988,2024-06-29
180.0,1018.0,TI019,Tires,4.0,9999999999,2024-07-12,9999999988,2024-07-17
181.0,4710.0,EWP016,Electric Water Pump,1.0,9999999999,2024-01-15,9999999988,2024-03-13
182.0,3225.0,CAF034,Cabin Air Filter,1.0,9999999999,2024-05-10,9999999988,2024-07-20
183.0,2390.0,MI022,Mirrors,2.0,9999999999,2024-03-01,9999999988,2024-04-02
184.0,3514.0,BMS006,Battery Management System (BMS),1.0,9999999999,2024-05-25,9999999988,2024-06-02
185.0,299.0,TRE028,Tie Rod Ends,4.0,9999999999,2024-01-26,9999999988,2024-06-30
186.0,4633.0,CAF034,Cabin Air Filter,4.0,9999999999,2024-02-02,9999999988,2024-03-11
187.0,3075.0,OC010,Onboard Charger,1.0,9999999999,2024-03-26,9999999988,2024-04-06
188.0,1664.0,BP017,Brake Pads,4.0,9999999999,2024-05-29,9999999988,2024-05-29
189.0,4406.0,OC010,Onboard Charger,1.0,9999999999,2024-02-08,9999999988,2024-04-24
190.0,2444.0,TMS008,Thermal Management System,1.0,9999999999,2024-07-20,9999999988,2024-07-20
191.0,4491.0,BD018,Brake Discs,1.0,9999999999,2024-06-23,9999999988,2024-07-16
192.0,2461.0,WB025,Wiper Blades,4.0,9999999999,2024-03-25,9999999988,2024-06-15
193.0,191.0,MI022,Mirrors,1.0,9999999999,2024-02-02,9999999988,2024-04-13
194.0,589.0,TRE028,Tie Rod Ends,3.0,9999999999,2024-03-26,9999999988,2024-05-15
195.0,1779.0,AX030,Axles,1.0,9999999999,2024-03-05,9999999988,2024-05-27
196.0,1768.0,BP017,Brake Pads,1.0,9999999999,2024-03-15,9999999988,2024-05-23
197.0,955.0,PEC007,Power Electronics Controller,1.0,9999999999,2024-02-14,9999999988,2024-02-26
198.0,58.0,BMS006,Battery Management System (BMS),1.0,9999999999,2024-01-11,9999999988,2024-07-04
199.0,3379.0,TMS008,Thermal Management System,1.0,9999999999,2024-06-24,9999999988,2024-07-03
200.0,3871.0,FB035,Fuse Box,1.0,9999999999,2024-02-16,9999999988,2024-05-22
201.0,4277.0,FB035,Fuse Box,1.0,9999999999,2024-06-03,9999999988,2024-06-27
202.0,4282.0,MI022,Mirrors,4.0,9999999999,2024-03-21,9999999988,2024-03-29
203.0,3649.0,MI022,Mirrors,1.0,9999999999,2024-03-24,9999999988,2024-04-21
204.0,2152.0,EM002,Electric Motor,1.0,9999999999,2024-02-10,9999999988,2024-03-19
205.0,742.0,IN003,Inverter,1.0,9999999999,2024-06-27,9999999988,2024-07-15
206.0,3266.0,CA027,Control Arms,3.0,9999999999,2024-05-20,9999999988,2024-07-12
207.0,847.0,DC005,DC-DC Converter,1.0,9999999999,2024-02-28,9999999988,2024-03-19
208.0,2659.0,WB020,Wheel Bearings,1.0,9999999999,2024-07-08,9999999988,2024-07-11
209.0,790.0,BP017,Brake Pads,2.0,9999999999,2024-06-06,9999999988,2024-07-06
210.0,3120.0,SC026,"Suspension Components (Shocks, Struts)",3.0,9999999999,2024-06-13,9999999988,2024-07-08
211.0,297.0,TL024,Taillights,2.0,9999999999,2024-07-11,9999999988,2024-07-19
212.0,1934.0,WB025,Wiper Blades,1.0,9999999999,2024-05-05,9999999988,2024-06-22
213.0,4292.0,CP004,Charging Port,1.0,9999999999,2024-07-12,9999999988,2024-07-19
214.0,852.0,EM002,Electric Motor,1.0,9999999999,2024-03-19,9999999988,2024-07-02
215.0,423.0,SC026,"Suspension Components (Shocks, Struts)",3.0,9999999999,2024-03-25,9999999988,2024-03-26
216.0,1488.0,TI019,Tires,1.0,9999999999,2024-05-12,9999999988,2024-07-19
217.0,4068.0,SC026,"Suspension Components (Shocks, Struts)",1.0,9999999999,2024-05-03,9999999988,2024-07-21
218.0,3437.0,TMS008,Thermal Management System,1.0,9999999999,2024-05-04,9999999988,2024-05-07
219.0,2843.0,TL024,Taillights,2.0,9999999999,2024-07-22,9999999988,2024-07-22
220.0,3362.0,EAC015,Electric Air Conditioning Compressor,1.0,9999999999,2024-04-09,9999999988,2024-05-09
221.0,2722.0,CL031,Coolant (for thermal management),1.0,9999999999,2024-05-27,9999999988,2024-07-22
222.0,4137.0,RBS009,Regenerative Braking System,1.0,9999999999,2024-04-24,9999999988,2024-07-02
223.0,1357.0,BP017,Brake Pads,2.0,9999999999,2024-07-01,9999999988,2024-07-02
224.0,2391.0,BP017,Brake Pads,4.0,9999999999,2024-02-02,9999999988,2024-05-12
225.0,2697.0,HL023,Headlights,3.0,9999999999,2024-01-16,9999999988,2024-01-28
226.0,50.0,EAC015,Electric Air Conditioning Compressor,1.0,9999999999,2024-03-28,9999999988,2024-04-22
227.0,2046.0,HP014,Heat Pump,1.0,9999999999,2024-01-16,9999999988,2024-03-14
228.0,2238.0,HL023,Headlights,4.0,9999999999,2024-01-06,9999999988,2024-06-28
229.0,3958.0,DC005,DC-DC Converter,1.0,9999999999,2024-05-08,9999999988,2024-05-23
230.0,480.0,TMS008,Thermal Management System,1.0,9999999999,2024-02-27,9999999988,2024-07-03
231.0,1495.0,HL023,Headlights,3.0,9999999999,2024-06-27,9999999988,2024-07-15
232.0,4410.0,BF032,Brake Fluid,2.0,9999999999,2024-07-15,9999999988,2024-07-19
233.0,2508.0,CA027,Control Arms,3.0,9999999999,2024-07-14,9999999988,2024-07-14
234.0,4457.0,CAF034,Cabin Air Filter,1.0,9999999999,2024-02-05,9999999988,2024-06-15
235.0,4104.0,TL024,Taillights,1.0,9999999999,2024-07-20,9999999988,2024-07-22
236.0,618.0,BD018,Brake Discs,1.0,9999999999,2024-01-30,9999999988,2024-06-23
237.0,3633.0,IN003,Inverter,1.0,9999999999,2024-06-14,9999999988,2024-07-20
238.0,3296.0,CP004,Charging Port,1.0,9999999999,2024-03-21,9999999988,2024-05-16
239.0,2910.0,TL024,Taillights,3.0,9999999999,2024-06-11,9999999988,2024-07-21
240.0,4777.0,PEC007,Power Electronics Controller,1.0,9999999999,2024-07-06,9999999988,2024-07-15
241.0,3064.0,SC026,"Suspension Components (Shocks, Struts)",1.0,9999999999,2024-03-31,9999999988,2024-04-03
242.0,2374.0,BF032,Brake Fluid,4.0,9999999999,2024-01-01,9999999988,2024-03-11
243.0,2683.0,TI019,Tires,2.0,9999999999,2024-04-27,9999999988,2024-06-15
244.0,1945.0,FB035,Fuse Box,1.0,9999999999,2024-04-08,9999999988,2024-06-11
245.0,1103.0,BP017,Brake Pads,1.0,9999999999,2024-01-26,9999999988,2024-04-30
246.0,2077.0,BMS006,Battery Management System (BMS),1.0,9999999999,2024-04-11,9999999988,2024-06-08
247.0,3681.0,CA027,Control Arms,2.0,9999999999,2024-06-07,9999999988,2024-06-25
248.0,3425.0,CP004,Charging Port,1.0,9999999999,2024-05-29,9999999988,2024-06-04
249.0,4995.0,BP017,Brake Pads,3.0,9999999999,2024-03-04,9999999988,2024-07-06
250.0,632.0,PSF033,Power Steering Fluid (if applicable),3.0,9999999999,2024-02-19,9999999988,2024-04-05
251.0,4870.0,BP017,Brake Pads,4.0,9999999999,2024-04-21,9999999988,2024-06-30
252.0,506.0,TRE028,Tie Rod Ends,2.0,9999999999,2024-05-09,9999999988,2024-05-14
253.0,461.0,WB025,Wiper Blades,1.0,9999999999,2024-01-14,9999999988,2024-04-16
254.0,3746.0,CVJ029,CV Joints,3.0,9999999999,2024-06-11,9999999988,2024-06-17
255.0,4568.0,BMS006,Battery Management System (BMS),1.0,9999999999,2024-07-10,9999999988,2024-07-11
256.0,3912.0,MI022,Mirrors,3.0,9999999999,2024-02-28,9999999988,2024-05-06
257.0,1234.0,TL024,Taillights,2.0,9999999999,2024-06-08,9999999988,2024-06-09
258.0,2877.0,SC026,"Suspension Components (Shocks, Struts)",2.0,9999999999,2024-06-30,9999999988,2024-07-09
259.0,1525.0,SC026,"Suspension Components (Shocks, Struts)",4.0,9999999999,2024-06-27,9999999988,2024-06-29
260.0,4359.0,BD018,Brake Discs,2.0,9999999999,2024-02-09,9999999988,2024-05-10
261.0,1555.0,RG013,Reduction Gear,1.0,9999999999,2024-02-28,9999999988,2024-03-02
262.0,891.0,TRE028,Tie Rod Ends,3.0,9999999999,2024-01-13,9999999988,2024-05-08
263.0,3150.0,TI019,Tires,1.0,9999999999,2024-02-21,9999999988,2024-06-22
264.0,1940.0,BP017,Brake Pads,2.0,9999999999,2024-05-05,9999999988,2024-05-15
265.0,2393.0,BP017,Brake Pads,3.0,9999999999,2024-05-14,9999999988,2024-06-01
266.0,2236.0,OC010,Onboard Charger,1.0,9999999999,2024-05-28,9999999988,2024-07-14
267.0,1786.0,TI019,Tires,2.0,9999999999,2024-02-13,9999999988,2024-02-24
268.0,1897.0,BP017,Brake Pads,1.0,9999999999,2024-06-30,9999999988,2024-07-14
269.0,29.0,BMS006,Battery Management System (BMS),1.0,9999999999,2024-05-11,9999999988,2024-07-13
270.0,4943.0,DC005,DC-DC Converter,1.0,9999999999,2024-02-18,9999999988,2024-06-29
271.0,2319.0,CAF034,Cabin Air Filter,3.0,9999999999,2024-04-25,9999999988,2024-07-10
272.0,4157.0,TI019,Tires,3.0,9999999999,2024-02-19,9999999988,2024-05-04
273.0,182.0,TI019,Tires,3.0,9999999999,2024-04-24,9999999988,2024-07-22
274.0,294.0,PSF033,Power Steering Fluid (if applicable),2.0,9999999999,2024-02-17,9999999988,2024-05-27
275.0,2632.0,CAF034,Cabin Air Filter,2.0,9999999999,2024-03-14,9999999988,2024-03-21
276.0,768.0,MI022,Mirrors,4.0,9999999999,2024-06-01,9999999988,2024-07-14
277.0,4923.0,EWP016,Electric Water Pump,1.0,9999999999,2024-05-24,9999999988,2024-06-11
278.0,99.0,EM002,Electric Motor,1.0,9999999999,2024-06-25,9999999988,2024-07-12
279.0,307.0,CAF034,Cabin Air Filter,2.0,9999999999,2024-01-30,9999999988,2024-02-07
