roSalePartId,dealerOrderId,partCode,partQuantity,createBy,createDate,updateBy,updateDate
0000000056,000056,PACP0004BYD001,1.0,9999999999,2024-06-29,9999999988,2024-07-18
0000000057,000057,PATMS008BYD004,1.0,9999999999,2024-04-04,9999999988,2024-04-22
0000000058,000058,PASC0260BYD001,2.0,9999999999,2024-05-26,9999999988,2024-07-02
0000000059,000059,PACP0004BYD001,1.0,9999999999,2024-01-03,9999999988,2024-02-24
0000000060,000060,PAPEC007BYD001,1.0,9999999999,2024-04-06,9999999988,2024-06-19
0000000061,000061,PASC0260BYD001,3.0,9999999999,2024-04-13,9999999988,2024-04-19
0000000062,000062,PACP0004BYD001,1.0,9999999999,2024-05-14,9999999988,2024-06-29
0000000063,000063,PACP0004BYD004,1.0,9999999999,2024-02-06,9999999988,2024-07-06
0000000064,000064,PAPEC007BYD003,1.0,9999999999,2024-07-05,9999999988,2024-07-09
0000000065,000065,PAPEC007BYD003,1.0,9999999999,2024-02-18,9999999988,2024-05-14
0000000066,000066,PAHVC011BYD001,4.0,9999999999,2024-05-01,9999999988,2024-07-23
0000000067,000067,PASC0260BYD001,1.0,9999999999,2024-04-26,9999999988,2024-04-30
0000000068,000068,PASC0260BYD003,2.0,9999999999,2024-06-11,9999999988,2024-06-23
0000000069,000069,PASC0260BYD003,3.0,9999999999,2024-07-19,9999999988,2024-07-25
0000000070,000070,PASC0260BYD001,2.0,9999999999,2024-03-01,9999999988,2024-07-02
0000000071,000071,PACP0004BYD005,1.0,9999999999,2024-05-19,9999999988,2024-05-29
0000000072,000072,PAPEC007BYD001,1.0,9999999999,2024-07-02,9999999988,2024-07-04
0000000073,000073,PASC0260BYD001,1.0,9999999999,2024-04-21,9999999988,2024-07-03
0000000074,000074,PASC0260BYD001,2.0,9999999999,2024-01-05,9999999988,2024-03-10
0000000075,000075,PAIN0003BYD003,1.0,9999999999,2024-05-18,9999999988,2024-07-06
0000000076,000076,PABP0001BYD003,1.0,9999999999,2024-01-16,9999999988,2024-07-11
0000000077,000077,PATMS008BYD003,1.0,9999999999,2024-06-04,9999999988,2024-06-13
0000000078,000078,PAHVC011BYD003,3.0,9999999999,2024-06-22,9999999988,2024-07-04
0000000079,000079,PACP0004BYD001,1.0,9999999999,2024-03-03,9999999988,2024-06-10
0000000080,000080,PARBS009BYD005,1.0,9999999999,2024-04-01,9999999988,2024-07-12
0000000081,000081,PABP0170BYD001,2.0,9999999999,2024-06-15,9999999988,2024-06-16
0000000082,000082,PACP0004BYD004,1.0,9999999999,2024-07-24,9999999988,2024-07-24
0000000083,000083,PACP0004BYD001,1.0,9999999999,2024-06-27,9999999988,2024-07-25
0000000084,000084,PABP0001BYD003,1.0,9999999999,2024-06-06,9999999988,2024-07-24
0000000085,000085,PAEAC015BYD001,1.0,9999999999,2024-03-22,9999999988,2024-05-24
0000000086,000086,PAPEC007BYD005,1.0,9999999999,2024-01-11,9999999988,2024-04-08
0000000087,000087,PACAF034BYD001,1.0,9999999999,2024-03-15,9999999988,2024-05-17
0000000088,000088,PARBS009BYD004,1.0,9999999999,2024-01-26,9999999988,2024-05-02
0000000089,000089,PACP0004BYD001,1.0,9999999999,2024-01-24,9999999988,2024-04-02
0000000090,000090,PACP0004BYD001,1.0,9999999999,2024-07-09,9999999988,2024-07-12
0000000091,000091,PASC0260BYD001,1.0,9999999999,2024-02-09,9999999988,2024-05-19
0000000092,000092,PASC0260BYD001,1.0,9999999999,2024-07-02,9999999988,2024-07-25
0000000093,000093,PASC0260BYD001,4.0,9999999999,2024-02-23,9999999988,2024-07-14
0000000094,000094,PASC0260BYD001,2.0,9999999999,2024-06-12,9999999988,2024-07-15
0000000095,000095,PASC0260BYD001,1.0,9999999999,2024-04-01,9999999988,2024-06-13
0000000096,000096,PABP0001BYD002,1.0,9999999999,2024-07-10,9999999988,2024-07-11
0000000097,000097,PATMS008BYD001,1.0,9999999999,2024-05-19,9999999988,2024-06-24
0000000098,000098,PACP0004BYD001,1.0,9999999999,2024-06-07,9999999988,2024-06-12
0000000099,000099,PASC0260BYD001,3.0,9999999999,2024-06-11,9999999988,2024-06-12
0000000100,000100,PAHVC011BYD003,2.0,9999999999,2024-03-07,9999999988,2024-05-02
0000000101,000101,PASC0260BYD001,3.0,9999999999,2024-04-15,9999999988,2024-05-05
0000000102,000102,PASC0260BYD001,4.0,9999999999,2024-01-27,9999999988,2024-02-06
0000000103,000103,PAHVC011BYD002,1.0,9999999999,2024-07-11,9999999988,2024-07-16
0000000104,000104,PACP0004BYD001,1.0,9999999999,2024-03-22,9999999988,2024-07-05
0000000105,000105,PAEM0002BYD004,1.0,9999999999,2024-01-15,9999999988,2024-06-05
0000000106,000106,PACP0004BYD003,1.0,9999999999,2024-02-09,9999999988,2024-03-18
0000000107,000107,PAPEC007BYD005,1.0,9999999999,2024-06-05,9999999988,2024-06-13
0000000108,000108,PASC0260BYD001,3.0,9999999999,2024-05-18,9999999988,2024-06-03
0000000109,000109,PASC0260BYD001,1.0,9999999999,2024-03-08,9999999988,2024-03-28
0000000110,000110,PATMS008BYD004,1.0,9999999999,2024-02-23,9999999988,2024-07-10
0000000111,000111,PASC0260BYD001,1.0,9999999999,2024-02-10,9999999988,2024-07-14
0000000112,000112,PABP0001BYD004,1.0,9999999999,2024-01-07,9999999988,2024-04-29
0000000113,000113,PATI0190BYD005,2.0,9999999999,2024-01-31,9999999988,2024-04-27
0000000114,000114,PABMS006BYD004,1.0,9999999999,2024-07-07,9999999988,2024-07-19
0000000115,000115,PASC0260BYD001,4.0,9999999999,2024-07-12,9999999988,2024-07-19
0000000116,000116,PABP0001BYD001,1.0,9999999999,2024-02-21,9999999988,2024-05-17
0000000117,000117,PARBS009BYD003,1.0,9999999999,2024-03-16,9999999988,2024-04-21
0000000118,000118,PARBS009BYD002,1.0,9999999999,2024-02-16,9999999988,2024-06-15
0000000119,000119,PABP0001BYD004,1.0,9999999999,2024-03-15,9999999988,2024-06-20
0000000120,000120,PACP0004BYD001,1.0,9999999999,2024-06-05,9999999988,2024-07-24
0000000121,000121,PACP0004BYD003,1.0,9999999999,2024-03-07,9999999988,2024-03-26
0000000122,000122,PABMS006BYD004,1.0,9999999999,2024-06-17,9999999988,2024-07-21
0000000123,000123,PACL0310BYD001,3.0,9999999999,2024-02-14,9999999988,2024-04-01
0000000124,000124,PASC0260BYD001,4.0,9999999999,2024-04-09,9999999988,2024-04-20
0000000125,000125,PACP0004BYD001,1.0,9999999999,2024-03-26,9999999988,2024-06-19
0000000126,000126,PABP0001BYD004,1.0,9999999999,2024-05-11,9999999988,2024-06-03
0000000127,000127,PASC0260BYD005,1.0,9999999999,2024-02-11,9999999988,2024-03-13
0000000128,000128,PASC0260BYD001,3.0,9999999999,2024-03-14,9999999988,2024-06-28
0000000129,000129,PATMS008BYD005,1.0,9999999999,2024-06-06,9999999988,2024-06-20
0000000130,000130,PASC0260BYD001,1.0,9999999999,2024-01-13,9999999988,2024-06-08
0000000131,000131,PACP0004BYD001,1.0,9999999999,2024-04-18,9999999988,2024-06-28
0000000132,000132,PATMS008BYD004,1.0,9999999999,2024-06-15,9999999988,2024-07-09
0000000133,000133,PASC0260BYD001,2.0,9999999999,2024-02-15,9999999988,2024-06-14
0000000134,000134,PAPEC007BYD005,1.0,9999999999,2024-03-31,9999999988,2024-07-24
0000000135,000135,PABP0170BYD002,6.0,9999999999,2024-04-11,9999999988,2024-06-18
0000000136,000136,PASC0260BYD001,4.0,9999999999,2024-07-16,9999999988,2024-07-21
0000000137,000137,PAWS0210BYD003,1.0,9999999999,2024-05-16,9999999988,2024-05-20
0000000138,000138,PACP0004BYD001,1.0,9999999999,2024-04-25,9999999988,2024-07-21
0000000139,000139,PABP0001BYD001,1.0,9999999999,2024-03-21,9999999988,2024-05-12
0000000140,000140,PASC0260BYD001,4.0,9999999999,2024-06-13,9999999988,2024-07-02
0000000141,000141,PATI0190BYD001,4.0,9999999999,2024-05-13,9999999988,2024-06-17
0000000142,000142,PASC0260BYD001,4.0,9999999999,2024-01-06,9999999988,2024-02-03
0000000143,000143,PACP0004BYD005,1.0,9999999999,2024-04-10,9999999988,2024-04-28
0000000144,000144,PASC0260BYD001,1.0,9999999999,2024-03-01,9999999988,2024-04-29
0000000145,000145,PASC0260BYD001,4.0,9999999999,2024-04-29,9999999988,2024-06-24
0000000146,000146,PABMS006BYD005,1.0,9999999999,2024-05-16,9999999988,2024-06-30
0000000147,000147,PASC0260BYD001,4.0,9999999999,2024-07-05,9999999988,2024-07-19
0000000148,000148,PAPEC007BYD005,1.0,9999999999,2024-01-11,9999999988,2024-01-30
0000000149,000149,PABP0001BYD004,1.0,9999999999,2024-01-27,9999999988,2024-02-17
0000000150,000150,PASC0260BYD001,4.0,9999999999,2024-04-22,9999999988,2024-06-30
0000000151,000151,PATI0190BYD003,4.0,9999999999,2024-04-04,9999999988,2024-06-27
0000000152,000152,PASC0260BYD001,2.0,9999999999,2024-01-11,9999999988,2024-04-21
0000000153,000153,PATMS008BYD001,1.0,9999999999,2024-03-16,9999999988,2024-05-22
0000000154,000154,PACP0004BYD001,1.0,9999999999,2024-07-03,9999999988,2024-07-13
0000000155,000155,PASC0260BYD001,3.0,9999999999,2024-02-08,9999999988,2024-05-27
0000000156,000156,PASC0260BYD001,2.0,9999999999,2024-07-13,9999999988,2024-07-25
0000000157,000157,PASC0260BYD001,2.0,9999999999,2024-02-23,9999999988,2024-07-23
0000000158,000158,PASC0260BYD001,3.0,9999999999,2024-06-26,9999999988,2024-07-03
0000000159,000159,PACP0004BYD001,1.0,9999999999,2024-01-25,9999999988,2024-05-28
0000000160,000160,PASC0260BYD001,2.0,9999999999,2024-01-04,9999999988,2024-03-09
0000000161,000161,PABMS006BYD004,1.0,9999999999,2024-02-21,9999999988,2024-05-07
0000000162,000162,PASC0260BYD001,4.0,9999999999,2024-03-05,9999999988,2024-03-24
0000000163,000163,PASC0260BYD001,3.0,9999999999,2024-03-16,9999999988,2024-05-03
0000000164,000164,PASC0260BYD001,4.0,9999999999,2024-05-17,9999999988,2024-07-18
0000000165,000165,PASC0260BYD001,3.0,9999999999,2024-05-24,9999999988,2024-07-25
0000000166,000166,PASC0260BYD001,3.0,9999999999,2024-02-12,9999999988,2024-05-26
0000000167,000167,PASC0260BYD001,1.0,9999999999,2024-06-25,9999999988,2024-07-22
0000000168,000168,PASC0260BYD001,4.0,9999999999,2024-07-08,9999999988,2024-07-17
0000000169,000169,PATMS008BYD005,1.0,9999999999,2024-03-29,9999999988,2024-07-15
0000000170,000170,PASC0260BYD001,3.0,9999999999,2024-04-04,9999999988,2024-07-12
0000000171,000171,PACAF034BYD001,1.0,9999999999,2024-07-12,9999999988,2024-07-25
0000000172,000172,PABP0001BYD003,1.0,9999999999,2024-05-07,9999999988,2024-07-17
0000000173,000173,PAHVC011BYD004,4.0,9999999999,2024-05-07,9999999988,2024-07-13
0000000174,000174,PABP0001BYD005,1.0,9999999999,2024-04-09,9999999988,2024-06-29
0000000175,000175,PABMS006BYD004,1.0,9999999999,2024-05-13,9999999988,2024-06-25
0000000176,000176,PASC0260BYD001,1.0,9999999999,2024-04-24,9999999988,2024-05-29
0000000177,000177,PACP0004BYD004,1.0,9999999999,2024-01-05,9999999988,2024-06-14
0000000178,000178,PAPEC007BYD005,1.0,9999999999,2024-05-05,9999999988,2024-06-05
0000000179,000179,PACP0004BYD001,1.0,9999999999,2024-03-29,9999999988,2024-05-13
0000000180,000180,PATI0190BYD003,2.0,9999999999,2024-07-11,9999999988,2024-07-12
0000000181,000181,PASC0260BYD001,1.0,9999999999,2024-04-13,9999999988,2024-06-24
0000000182,000182,PAIN0003BYD003,1.0,9999999999,2024-05-13,9999999988,2024-07-12
0000000183,000183,PAPEC007BYD005,1.0,9999999999,2024-05-20,9999999988,2024-05-28
0000000184,000184,PASC0260BYD001,4.0,9999999999,2024-02-23,9999999988,2024-02-28
0000000185,000185,PABP0001BYD002,1.0,9999999999,2024-03-23,9999999988,2024-06-26
0000000186,000186,PAPEC007BYD004,1.0,9999999999,2024-04-15,9999999988,2024-04-18
0000000187,000187,PACP0004BYD004,1.0,9999999999,2024-05-16,9999999988,2024-07-05
0000000188,000188,PASC0260BYD001,2.0,9999999999,2024-05-08,9999999988,2024-06-19
0000000189,000189,PACL0310BYD001,2.0,9999999999,2024-01-12,9999999988,2024-07-08
0000000190,000190,PARBS009BYD003,1.0,9999999999,2024-04-20,9999999988,2024-04-30
0000000191,000191,PASC0260BYD001,2.0,9999999999,2024-01-18,9999999988,2024-01-26
0000000192,000192,PASC0260BYD001,1.0,9999999999,2024-03-06,9999999988,2024-04-24
0000000193,000193,PACP0004BYD001,1.0,9999999999,2024-01-02,9999999988,2024-01-09
0000000194,000194,PABP0001BYD001,1.0,9999999999,2024-06-20,9999999988,2024-07-18
0000000195,000195,PABP0001BYD004,1.0,9999999999,2024-02-14,9999999988,2024-05-15
0000000196,000196,PASC0260BYD001,1.0,9999999999,2024-04-02,9999999988,2024-06-29
0000000197,000197,PACP0004BYD001,1.0,9999999999,2024-01-17,9999999988,2024-05-28
0000000198,000198,PATI0190BYD005,1.0,9999999999,2024-03-28,9999999988,2024-07-20
0000000199,000199,PASC0260BYD001,3.0,9999999999,2024-04-06,9999999988,2024-06-18
0000000200,000200,PACP0004BYD001,1.0,9999999999,2024-03-06,9999999988,2024-03-21
0000000201,000201,PABMS006BYD002,1.0,9999999999,2024-07-05,9999999988,2024-07-13
0000000202,000202,PAEAC015BYD001,1.0,9999999999,2024-01-24,9999999988,2024-07-05
0000000203,000203,PASC0260BYD003,2.0,9999999999,2024-04-10,9999999988,2024-06-29
0000000204,000204,PABP0001BYD004,1.0,9999999999,2024-05-22,9999999988,2024-07-14
0000000205,000205,PASC0260BYD001,2.0,9999999999,2024-06-08,9999999988,2024-07-06
0000000206,000206,PASC0260BYD001,2.0,9999999999,2024-05-02,9999999988,2024-06-06
0000000207,000207,PAPEC007BYD005,1.0,9999999999,2024-02-16,9999999988,2024-06-11
0000000208,000208,PAEM0002BYD001,1.0,9999999999,2024-04-19,9999999988,2024-04-21
0000000209,000209,PASC0260BYD001,4.0,9999999999,2024-02-08,9999999988,2024-03-30
0000000210,000210,PACP0004BYD001,1.0,9999999999,2024-03-31,9999999988,2024-04-09
0000000211,000211,PAPEC007BYD005,1.0,9999999999,2024-01-19,9999999988,2024-02-13
0000000212,000212,PACP0004BYD001,1.0,9999999999,2024-03-13,9999999988,2024-05-04
0000000213,000213,PASC0260BYD001,2.0,9999999999,2024-01-24,9999999988,2024-06-26
0000000214,000214,PACP0004BYD001,1.0,9999999999,2024-05-23,9999999988,2024-05-26
0000000215,000215,PACP0004BYD001,1.0,9999999999,2024-01-12,9999999988,2024-02-20
0000000216,000216,PASC0260BYD001,3.0,9999999999,2024-02-18,9999999988,2024-03-17
0000000217,000217,PAEM0002BYD004,1.0,9999999999,2024-01-01,9999999988,2024-05-10
0000000218,000218,PASC0260BYD001,2.0,9999999999,2024-01-20,9999999988,2024-03-06
0000000219,000219,PABP0001BYD004,1.0,9999999999,2024-06-03,9999999988,2024-07-23
0000000220,000220,PASC0260BYD001,1.0,9999999999,2024-03-27,9999999988,2024-07-09
0000000221,000221,PASC0260BYD001,3.0,9999999999,2024-04-13,9999999988,2024-06-23
0000000222,000222,PAIN0003BYD001,1.0,9999999999,2024-03-08,9999999988,2024-05-24
0000000223,000223,PAPEC007BYD004,1.0,9999999999,2024-06-21,9999999988,2024-07-06
0000000224,000224,PASC0260BYD001,2.0,9999999999,2024-05-29,9999999988,2024-06-16
0000000225,000225,PAEM0002BYD005,1.0,9999999999,2024-04-26,9999999988,2024-05-07
0000000226,000226,PAPEC007BYD003,1.0,9999999999,2024-07-11,9999999988,2024-07-16
0000000227,000227,PASC0260BYD001,4.0,9999999999,2024-03-17,9999999988,2024-07-11
0000000228,000228,PATI0190BYD003,3.0,9999999999,2024-05-14,9999999988,2024-06-17
0000000229,000229,PABMS006BYD004,1.0,9999999999,2024-03-10,9999999988,2024-05-30
0000000230,000230,PAHVC011BYD005,2.0,9999999999,2024-05-14,9999999988,2024-07-20
0000000231,000231,PAIN0003BYD005,1.0,9999999999,2024-04-13,9999999988,2024-06-16
0000000232,000232,PASC0260BYD001,4.0,9999999999,2024-01-22,9999999988,2024-02-11
0000000233,000233,PACP0004BYD001,1.0,9999999999,2024-03-17,9999999988,2024-07-18
0000000234,000234,PABP0170BYD002,6.0,9999999999,2024-03-26,9999999988,2024-06-02
0000000235,000235,PATMS008BYD002,1.0,9999999999,2024-04-03,9999999988,2024-04-29
0000000236,000236,PATMS008BYD001,1.0,9999999999,2024-07-02,9999999988,2024-07-15
0000000237,000237,PABP0001BYD003,1.0,9999999999,2024-05-21,9999999988,2024-07-13
0000000238,000238,PABP0001BYD004,1.0,9999999999,2024-04-27,9999999988,2024-06-29
0000000239,000239,PACP0004BYD001,1.0,9999999999,2024-01-14,9999999988,2024-02-16
0000000240,000240,PABP0001BYD003,1.0,9999999999,2024-06-08,9999999988,2024-06-14
0000000241,000241,PABP0001BYD004,1.0,9999999999,2024-06-27,9999999988,2024-07-05
0000000242,000242,PASC0260BYD001,3.0,9999999999,2024-04-21,9999999988,2024-07-05
0000000243,000243,PASC0260BYD001,4.0,9999999999,2024-05-09,9999999988,2024-06-16
0000000244,000244,PABP0001BYD004,1.0,9999999999,2024-03-07,9999999988,2024-05-06
0000000245,000245,PASC0260BYD001,3.0,9999999999,2024-06-25,9999999988,2024-07-23
0000000246,000246,PATI0190BYD003,4.0,9999999999,2024-05-17,9999999988,2024-05-28
0000000247,000247,PACP0004BYD001,1.0,9999999999,2024-07-05,9999999988,2024-07-08
0000000248,000248,PASC0260BYD001,4.0,9999999999,2024-03-07,9999999988,2024-04-04
0000000249,000249,PASC0260BYD001,3.0,9999999999,2024-06-24,9999999988,2024-07-09
0000000250,000250,PABMS006BYD004,1.0,9999999999,2024-03-16,9999999988,2024-07-18
0000000251,000251,PACP0004BYD001,1.0,9999999999,2024-07-08,9999999988,2024-07-09
0000000252,000252,PASC0260BYD001,2.0,9999999999,2024-05-24,9999999988,2024-07-11
0000000253,000253,PASC0260BYD001,4.0,9999999999,2024-07-25,9999999988,2024-07-25
0000000254,000254,PASC0260BYD001,4.0,9999999999,2024-05-01,9999999988,2024-07-21
0000000255,000255,PACP0004BYD001,1.0,9999999999,2024-04-13,9999999988,2024-06-15
0000000256,000256,PABP0001BYD003,1.0,9999999999,2024-02-02,9999999988,2024-04-20
0000000257,000257,PACP0004BYD001,1.0,9999999999,2024-04-09,9999999988,2024-05-01
0000000258,000258,PACP0004BYD001,1.0,9999999999,2024-05-16,9999999988,2024-06-11
0000000259,000259,PASC0260BYD001,3.0,9999999999,2024-04-27,9999999988,2024-05-24
0000000260,000260,PACP0004BYD003,1.0,9999999999,2024-07-07,9999999988,2024-07-20
0000000261,000261,PARBS009BYD004,1.0,9999999999,2024-03-21,9999999988,2024-06-04
0000000262,000262,PACP0004BYD001,1.0,9999999999,2024-02-13,9999999988,2024-03-28
0000000263,000263,PATI0190BYD002,3.0,9999999999,2024-02-23,9999999988,2024-07-19
0000000264,000264,PASC0260BYD001,2.0,9999999999,2024-06-16,9999999988,2024-06-17
0000000265,000265,PAPEC007BYD001,1.0,9999999999,2024-04-11,9999999988,2024-04-22
0000000266,000266,PACP0004BYD003,1.0,9999999999,2024-05-12,9999999988,2024-05-21
0000000267,000267,PAPEC007BYD005,1.0,9999999999,2024-03-30,9999999988,2024-06-04
0000000268,000268,PAPEC007BYD003,1.0,9999999999,2024-04-20,9999999988,2024-06-15
0000000269,000269,PASC0260BYD001,3.0,9999999999,2024-02-27,9999999988,2024-07-25
0000000270,000270,PABP0001BYD002,1.0,9999999999,2024-05-10,9999999988,2024-05-25
0000000271,000271,PASC0260BYD001,2.0,9999999999,2024-05-02,9999999988,2024-06-13
0000000272,000272,PACL0310BYD001,2.0,9999999999,2024-06-23,9999999988,2024-07-04
0000000273,000273,PASC0260BYD001,3.0,9999999999,2024-03-19,9999999988,2024-05-16
0000000274,000274,PABP0170BYD003,7.0,9999999999,2024-01-11,9999999988,2024-06-10
0000000275,000275,PASC0260BYD001,3.0,9999999999,2024-07-16,9999999988,2024-07-23
0000000276,000276,PAPEC007BYD005,1.0,9999999999,2024-01-06,9999999988,2024-01-08
0000000277,000277,PACP0004BYD001,1.0,9999999999,2024-07-18,9999999988,2024-07-24
0000000278,000278,PASC0260BYD001,2.0,9999999999,2024-04-27,9999999988,2024-06-15
0000000279,000279,PAEM0002BYD003,1.0,9999999999,2024-05-07,9999999988,2024-05-29
0000000280,000280,PASC0260BYD001,4.0,9999999999,2024-01-11,9999999988,2024-01-24
0000000281,000281,PASC0260BYD001,2.0,9999999999,2024-01-16,9999999988,2024-06-12
0000000282,000282,PATMS008BYD003,1.0,9999999999,2024-04-19,9999999988,2024-05-28
0000000283,000283,PAWS0210BYD003,1.0,9999999999,2024-06-11,9999999988,2024-06-13
0000000284,000284,PASC0260BYD001,2.0,9999999999,2024-04-23,9999999988,2024-07-12
0000000285,000285,PACP0004BYD001,1.0,9999999999,2024-02-11,9999999988,2024-06-11
0000000286,000286,PASC0260BYD001,3.0,9999999999,2024-05-22,9999999988,2024-07-10
0000000287,000287,PASC0260BYD001,4.0,9999999999,2024-02-24,9999999988,2024-06-11
0000000288,000288,PAHVC011BYD005,1.0,9999999999,2024-02-07,9999999988,2024-05-02
0000000289,000289,PABMS006BYD003,1.0,9999999999,2024-05-11,9999999988,2024-05-16
0000000290,000290,PAWS0210BYD003,1.0,9999999999,2024-03-27,9999999988,2024-06-09
0000000291,000291,PATMS008BYD001,1.0,9999999999,2024-01-14,9999999988,2024-01-26
0000000292,000292,PASC0260BYD001,2.0,9999999999,2024-03-14,9999999988,2024-04-10
0000000293,000293,PACP0004BYD004,1.0,9999999999,2024-04-23,9999999988,2024-07-17
0000000294,000294,PABP0001BYD003,1.0,9999999999,2024-03-17,9999999988,2024-06-14
0000000295,000295,PASC0260BYD001,3.0,9999999999,2024-05-29,9999999988,2024-07-18
0000000296,000296,PACP0004BYD001,1.0,9999999999,2024-02-05,9999999988,2024-02-06
0000000297,000297,PAWS0210BYD001,1.0,9999999999,2024-02-16,9999999988,2024-07-20
0000000298,000298,PAPEC007BYD003,1.0,9999999999,2024-06-29,9999999988,2024-07-01
0000000299,000299,PASC0260BYD001,2.0,9999999999,2024-02-02,9999999988,2024-03-16
0000000300,000300,PASC0260BYD001,3.0,9999999999,2024-04-17,9999999988,2024-05-08
0000000301,000301,PASC0260BYD001,1.0,9999999999,2024-03-02,9999999988,2024-07-04
