SALE_PART_ID,DEALER_ORDER_ID,PART_CODE,PART_NAME,PART_QUANTITY,MAIN_PART_FLAG,DOWN_PART_CODE,UP_PART_CODE,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE
40.0,1770.0,CVJ029,CV Joints,3.0,N,000,111,9999999999,2024-05-29,9999999988,2024-06-08
41.0,630.0,CAF034,Cabin Air Filter,4.0,N,000,111,9999999999,2024-04-04,9999999988,2024-05-12
42.0,3623.0,CAF034,Cabin Air Filter,4.0,N,000,111,9999999999,2024-03-12,9999999988,2024-04-04
43.0,920.0,SC026,"Suspension Components (Shocks, Struts)",1.0,N,000,111,9999999999,2024-03-13,9999999988,2024-06-04
44.0,948.0,EWP016,Electric Water Pump,1.0,N,000,111,9999999999,2024-04-10,9999999988,2024-06-07
45.0,176.0,EWP016,Electric Water Pump,1.0,N,000,111,9999999999,2024-01-27,9999999988,2024-03-30
46.0,2245.0,SC026,"Suspension Components (Shocks, Struts)",1.0,N,000,111,9999999999,2024-02-20,9999999988,2024-06-04
47.0,1563.0,BD018,Brake Discs,3.0,N,000,111,9999999999,2024-01-16,9999999988,2024-01-20
48.0,3146.0,BP017,Brake Pads,4.0,N,000,111,9999999999,2024-02-01,9999999988,2024-02-19
49.0,464.0,BF032,Brake Fluid,3.0,N,000,111,9999999999,2024-05-31,9999999988,2024-06-11
50.0,281.0,EWP016,Electric Water Pump,1.0,N,000,111,9999999999,2024-04-17,9999999988,2024-05-23
51.0,1261.0,BF032,Brake Fluid,2.0,N,000,111,9999999999,2024-04-01,9999999988,2024-07-11
52.0,2893.0,TL024,Taillights,2.0,N,000,111,9999999999,2024-06-11,9999999988,2024-07-15
53.0,2266.0,SC026,"Suspension Components (Shocks, Struts)",4.0,N,000,111,9999999999,2024-04-16,9999999988,2024-07-21
54.0,1122.0,BD018,Brake Discs,1.0,N,000,111,9999999999,2024-07-10,9999999988,2024-07-10
55.0,629.0,IN003,Inverter,1.0,N,000,111,9999999999,2024-02-01,9999999988,2024-06-04
56.0,2147.0,TMS008,Thermal Management System,1.0,N,000,111,9999999999,2024-02-14,9999999988,2024-03-26
57.0,2676.0,TMS008,Thermal Management System,1.0,N,000,111,9999999999,2024-05-10,9999999988,2024-07-12
58.0,229.0,CAF034,Cabin Air Filter,2.0,N,000,111,9999999999,2024-04-04,9999999988,2024-05-04
59.0,2082.0,WB025,Wiper Blades,4.0,N,000,111,9999999999,2024-04-15,9999999988,2024-05-27
60.0,2545.0,CA027,Control Arms,1.0,N,000,111,9999999999,2024-03-26,9999999988,2024-04-04
61.0,3180.0,RBS009,Regenerative Braking System,1.0,N,000,111,9999999999,2024-03-07,9999999988,2024-06-18
62.0,1929.0,BD018,Brake Discs,2.0,N,000,111,9999999999,2024-06-14,9999999988,2024-07-16
63.0,4225.0,BP017,Brake Pads,1.0,N,000,111,9999999999,2024-02-09,9999999988,2024-04-19
64.0,2173.0,BD018,Brake Discs,1.0,N,000,111,9999999999,2024-02-26,9999999988,2024-06-09
65.0,4684.0,WS021,Windshield,1.0,N,000,111,9999999999,2024-03-25,9999999988,2024-05-27
66.0,1395.0,CAF034,Cabin Air Filter,2.0,N,000,111,9999999999,2024-01-29,9999999988,2024-05-08
67.0,4561.0,BD018,Brake Discs,2.0,N,000,111,9999999999,2024-02-18,9999999988,2024-06-14
68.0,4209.0,HL023,Headlights,2.0,N,000,111,9999999999,2024-03-14,9999999988,2024-03-15
69.0,595.0,CA027,Control Arms,2.0,N,000,111,9999999999,2024-02-16,9999999988,2024-05-30
70.0,3948.0,BP017,Brake Pads,4.0,N,000,111,9999999999,2024-02-05,9999999988,2024-03-20
71.0,746.0,SC026,"Suspension Components (Shocks, Struts)",2.0,N,000,111,9999999999,2024-02-15,9999999988,2024-06-09
72.0,4186.0,RBS009,Regenerative Braking System,1.0,N,000,111,9999999999,2024-01-09,9999999988,2024-04-24
73.0,2420.0,SC026,"Suspension Components (Shocks, Struts)",2.0,N,000,111,9999999999,2024-03-12,9999999988,2024-04-07
74.0,3196.0,EAC015,Electric Air Conditioning Compressor,1.0,N,000,111,9999999999,2024-07-05,9999999988,2024-07-05
75.0,2652.0,BD018,Brake Discs,1.0,N,000,111,9999999999,2024-01-24,9999999988,2024-01-26
76.0,3539.0,CAF034,Cabin Air Filter,3.0,N,000,111,9999999999,2024-01-09,9999999988,2024-03-22
77.0,2918.0,BP017,Brake Pads,4.0,N,000,111,9999999999,2024-02-09,9999999988,2024-05-06
78.0,937.0,WB020,Wheel Bearings,3.0,N,000,111,9999999999,2024-04-10,9999999988,2024-05-27
79.0,759.0,EWP016,Electric Water Pump,1.0,N,000,111,9999999999,2024-03-26,9999999988,2024-04-12
80.0,1354.0,BD018,Brake Discs,2.0,N,000,111,9999999999,2024-04-26,9999999988,2024-07-09
81.0,3376.0,TRE028,Tie Rod Ends,3.0,N,000,111,9999999999,2024-06-18,9999999988,2024-06-30
82.0,4244.0,BP017,Brake Pads,2.0,N,000,111,9999999999,2024-01-24,9999999988,2024-05-13
83.0,3951.0,TI019,Tires,2.0,N,000,111,9999999999,2024-06-30,9999999988,2024-07-20
84.0,4034.0,WB020,Wheel Bearings,3.0,N,000,111,9999999999,2024-02-09,9999999988,2024-05-31
85.0,3172.0,IN003,Inverter,1.0,N,000,111,9999999999,2024-05-31,9999999988,2024-06-14
86.0,4543.0,WB025,Wiper Blades,1.0,N,000,111,9999999999,2024-04-11,9999999988,2024-04-21
87.0,4687.0,BF032,Brake Fluid,2.0,N,000,111,9999999999,2024-07-01,9999999988,2024-07-02
88.0,3551.0,DC005,DC-DC Converter,1.0,N,000,111,9999999999,2024-03-06,9999999988,2024-04-28
89.0,2055.0,TI019,Tires,3.0,N,000,111,9999999999,2024-03-19,9999999988,2024-06-02
90.0,2538.0,BP001,Battery Pack,1.0,N,000,111,9999999999,2024-03-02,9999999988,2024-06-22
91.0,828.0,HL023,Headlights,2.0,N,000,111,9999999999,2024-05-12,9999999988,2024-07-03
92.0,4283.0,PSF033,Power Steering Fluid (if applicable),2.0,N,000,111,9999999999,2024-04-07,9999999988,2024-05-01
93.0,624.0,TI019,Tires,1.0,N,000,111,9999999999,2024-06-20,9999999988,2024-07-02
94.0,1985.0,CAF034,Cabin Air Filter,3.0,N,000,111,9999999999,2024-03-08,9999999988,2024-05-27
95.0,120.0,WB020,Wheel Bearings,4.0,N,000,111,9999999999,2024-07-02,9999999988,2024-07-18
96.0,2324.0,RG013,Reduction Gear,1.0,N,000,111,9999999999,2024-06-08,9999999988,2024-06-16
97.0,2182.0,SC026,"Suspension Components (Shocks, Struts)",3.0,N,000,111,9999999999,2024-07-16,9999999988,2024-07-18
98.0,3129.0,BF032,Brake Fluid,2.0,N,000,111,9999999999,2024-05-18,9999999988,2024-06-29
99.0,2731.0,BP017,Brake Pads,3.0,N,000,111,9999999999,2024-04-07,9999999988,2024-04-14
100.0,847.0,TRE028,Tie Rod Ends,1.0,N,000,111,9999999999,2024-01-05,9999999988,2024-01-20
101.0,349.0,WB025,Wiper Blades,3.0,N,000,111,9999999999,2024-01-31,9999999988,2024-03-23
102.0,605.0,RBS009,Regenerative Braking System,1.0,N,000,111,9999999999,2024-01-18,9999999988,2024-03-25
103.0,2810.0,BD018,Brake Discs,3.0,N,000,111,9999999999,2024-04-19,9999999988,2024-07-04
104.0,72.0,PEC007,Power Electronics Controller,1.0,N,000,111,9999999999,2024-04-03,9999999988,2024-06-26
105.0,865.0,WS021,Windshield,1.0,N,000,111,9999999999,2024-05-16,9999999988,2024-05-24
106.0,2091.0,EDU012,Electric Drive Unit,1.0,N,000,111,9999999999,2024-04-21,9999999988,2024-04-21
107.0,1469.0,SC026,"Suspension Components (Shocks, Struts)",1.0,N,000,111,9999999999,2024-05-19,9999999988,2024-05-27
108.0,3230.0,AX030,Axles,4.0,N,000,111,9999999999,2024-02-21,9999999988,2024-07-09
109.0,143.0,EWP016,Electric Water Pump,1.0,N,000,111,9999999999,2024-04-30,9999999988,2024-07-04
110.0,3958.0,BF032,Brake Fluid,4.0,N,000,111,9999999999,2024-06-09,9999999988,2024-06-25
111.0,4604.0,CL031,Coolant (for thermal management),2.0,N,000,111,9999999999,2024-02-01,9999999988,2024-05-03
112.0,1612.0,BF032,Brake Fluid,2.0,N,000,111,9999999999,2024-03-15,9999999988,2024-04-28
113.0,4716.0,CA027,Control Arms,4.0,N,000,111,9999999999,2024-03-03,9999999988,2024-03-03
114.0,4485.0,AX030,Axles,3.0,N,000,111,9999999999,2024-03-27,9999999988,2024-05-14
115.0,505.0,BF032,Brake Fluid,4.0,N,000,111,9999999999,2024-05-27,9999999988,2024-06-05
116.0,2943.0,HL023,Headlights,2.0,N,000,111,9999999999,2024-06-09,9999999988,2024-07-18
117.0,2673.0,PEC007,Power Electronics Controller,1.0,N,000,111,9999999999,2024-06-05,9999999988,2024-07-10
118.0,525.0,CVJ029,CV Joints,4.0,N,000,111,9999999999,2024-06-11,9999999988,2024-06-13
119.0,1769.0,BP017,Brake Pads,3.0,N,000,111,9999999999,2024-01-19,9999999988,2024-01-29
120.0,2833.0,CL031,Coolant (for thermal management),2.0,N,000,111,9999999999,2024-06-21,9999999988,2024-07-09
121.0,1009.0,WS021,Windshield,1.0,N,000,111,9999999999,2024-04-10,9999999988,2024-07-04
122.0,3456.0,BP017,Brake Pads,1.0,N,000,111,9999999999,2024-06-22,9999999988,2024-07-15
123.0,3412.0,BD018,Brake Discs,2.0,N,000,111,9999999999,2024-07-08,9999999988,2024-07-19
124.0,4857.0,FB035,Fuse Box,1.0,N,000,111,9999999999,2024-01-01,9999999988,2024-02-18
125.0,4502.0,TMS008,Thermal Management System,1.0,N,000,111,9999999999,2024-07-11,9999999988,2024-07-11
126.0,4766.0,EAC015,Electric Air Conditioning Compressor,1.0,N,000,111,9999999999,2024-05-01,9999999988,2024-07-12
127.0,3535.0,CP004,Charging Port,1.0,N,000,111,9999999999,2024-06-30,9999999988,2024-07-22
128.0,1054.0,CP004,Charging Port,1.0,N,000,111,9999999999,2024-06-10,9999999988,2024-06-16
129.0,55.0,CVJ029,CV Joints,1.0,N,000,111,9999999999,2024-02-02,9999999988,2024-02-21
130.0,2017.0,BP017,Brake Pads,2.0,N,000,111,9999999999,2024-02-20,9999999988,2024-04-23
131.0,819.0,FB035,Fuse Box,1.0,N,000,111,9999999999,2024-06-05,9999999988,2024-07-18
132.0,1295.0,FB035,Fuse Box,1.0,N,000,111,9999999999,2024-06-11,9999999988,2024-06-27
133.0,3686.0,CP004,Charging Port,1.0,N,000,111,9999999999,2024-01-02,9999999988,2024-04-09
134.0,1083.0,HP014,Heat Pump,1.0,N,000,111,9999999999,2024-01-06,9999999988,2024-06-30
135.0,2734.0,SC026,"Suspension Components (Shocks, Struts)",4.0,N,000,111,9999999999,2024-02-07,9999999988,2024-07-15
136.0,4981.0,CAF034,Cabin Air Filter,3.0,N,000,111,9999999999,2024-02-16,9999999988,2024-06-07
137.0,916.0,EWP016,Electric Water Pump,1.0,N,000,111,9999999999,2024-03-18,9999999988,2024-03-20
138.0,1984.0,RG013,Reduction Gear,1.0,N,000,111,9999999999,2024-04-18,9999999988,2024-04-25
139.0,4166.0,CA027,Control Arms,3.0,N,000,111,9999999999,2024-03-11,9999999988,2024-06-25
140.0,1028.0,CA027,Control Arms,3.0,N,000,111,9999999999,2024-07-03,9999999988,2024-07-09
141.0,4804.0,CL031,Coolant (for thermal management),3.0,N,000,111,9999999999,2024-02-01,9999999988,2024-04-19
142.0,1100.0,BD018,Brake Discs,3.0,N,000,111,9999999999,2024-04-16,9999999988,2024-05-05
143.0,2135.0,TL024,Taillights,2.0,N,000,111,9999999999,2024-02-14,9999999988,2024-07-12
144.0,4181.0,DC005,DC-DC Converter,1.0,N,000,111,9999999999,2024-02-21,9999999988,2024-03-21
145.0,4586.0,AX030,Axles,4.0,N,000,111,9999999999,2024-07-21,9999999988,2024-07-22
146.0,1642.0,TRE028,Tie Rod Ends,4.0,N,000,111,9999999999,2024-05-14,9999999988,2024-06-19
147.0,743.0,TMS008,Thermal Management System,1.0,N,000,111,9999999999,2024-02-29,9999999988,2024-07-19
148.0,3718.0,CP004,Charging Port,1.0,N,000,111,9999999999,2024-01-08,9999999988,2024-07-08
149.0,4056.0,TL024,Taillights,2.0,N,000,111,9999999999,2024-01-16,9999999988,2024-01-31
150.0,2646.0,CVJ029,CV Joints,2.0,N,000,111,9999999999,2024-04-10,9999999988,2024-06-16
151.0,3237.0,BMS006,Battery Management System (BMS),1.0,N,000,111,9999999999,2024-05-22,9999999988,2024-07-16
152.0,3816.0,CAF034,Cabin Air Filter,3.0,N,000,111,9999999999,2024-01-17,9999999988,2024-01-25
153.0,2907.0,BF032,Brake Fluid,1.0,N,000,111,9999999999,2024-07-11,9999999988,2024-07-12
154.0,3400.0,EAC015,Electric Air Conditioning Compressor,1.0,N,000,111,9999999999,2024-06-27,9999999988,2024-07-04
155.0,2094.0,PSF033,Power Steering Fluid (if applicable),3.0,N,000,111,9999999999,2024-05-24,9999999988,2024-06-19
156.0,682.0,CA027,Control Arms,3.0,N,000,111,9999999999,2024-03-10,9999999988,2024-05-01
157.0,2604.0,CA027,Control Arms,3.0,N,000,111,9999999999,2024-05-25,9999999988,2024-07-05
158.0,636.0,AX030,Axles,1.0,N,000,111,9999999999,2024-04-23,9999999988,2024-07-22
159.0,4390.0,BD018,Brake Discs,3.0,N,000,111,9999999999,2024-02-23,9999999988,2024-04-06
160.0,2718.0,TMS008,Thermal Management System,1.0,N,000,111,9999999999,2024-04-15,9999999988,2024-05-10
161.0,3190.0,WS021,Windshield,1.0,N,000,111,9999999999,2024-05-11,9999999988,2024-06-10
162.0,2707.0,CAF034,Cabin Air Filter,4.0,N,000,111,9999999999,2024-02-06,9999999988,2024-07-07
163.0,4113.0,TL024,Taillights,4.0,N,000,111,9999999999,2024-01-14,9999999988,2024-07-04
164.0,1213.0,HVC011,High Voltage Cables,1.0,N,000,111,9999999999,2024-04-14,9999999988,2024-06-17
165.0,4358.0,WS021,Windshield,1.0,N,000,111,9999999999,2024-02-28,9999999988,2024-04-27
166.0,2081.0,EWP016,Electric Water Pump,1.0,N,000,111,9999999999,2024-04-22,9999999988,2024-07-21
167.0,4421.0,HVC011,High Voltage Cables,4.0,N,000,111,9999999999,2024-06-02,9999999988,2024-06-29
168.0,1328.0,BP017,Brake Pads,1.0,N,000,111,9999999999,2024-04-23,9999999988,2024-07-02
169.0,937.0,CA027,Control Arms,2.0,N,000,111,9999999999,2024-07-04,9999999988,2024-07-16
170.0,386.0,BP017,Brake Pads,3.0,N,000,111,9999999999,2024-04-03,9999999988,2024-07-16
171.0,373.0,SC026,"Suspension Components (Shocks, Struts)",1.0,N,000,111,9999999999,2024-04-29,9999999988,2024-07-06
172.0,1338.0,CVJ029,CV Joints,4.0,N,000,111,9999999999,2024-07-22,9999999988,2024-07-22
173.0,2876.0,CA027,Control Arms,3.0,N,000,111,9999999999,2024-04-27,9999999988,2024-05-27
174.0,1632.0,CAF034,Cabin Air Filter,4.0,N,000,111,9999999999,2024-05-07,9999999988,2024-07-14
175.0,490.0,IN003,Inverter,1.0,N,000,111,9999999999,2024-06-10,9999999988,2024-06-30
176.0,2772.0,MI022,Mirrors,4.0,N,000,111,9999999999,2024-02-08,9999999988,2024-02-14
177.0,3521.0,WB025,Wiper Blades,1.0,N,000,111,9999999999,2024-07-05,9999999988,2024-07-13
178.0,3949.0,CP004,Charging Port,1.0,N,000,111,9999999999,2024-05-10,9999999988,2024-06-15
179.0,484.0,IN003,Inverter,1.0,N,000,111,9999999999,2024-02-18,9999999988,2024-03-14
180.0,177.0,BD018,Brake Discs,4.0,N,000,111,9999999999,2024-02-15,9999999988,2024-05-21
181.0,1018.0,TI019,Tires,4.0,N,000,111,9999999999,2024-07-12,9999999988,2024-07-18
182.0,4710.0,EWP016,Electric Water Pump,1.0,N,000,111,9999999999,2024-01-15,9999999988,2024-06-06
183.0,3225.0,CAF034,Cabin Air Filter,1.0,N,000,111,9999999999,2024-05-10,9999999988,2024-07-05
184.0,2390.0,MI022,Mirrors,2.0,N,000,111,9999999999,2024-03-01,9999999988,2024-06-04
185.0,3514.0,BMS006,Battery Management System (BMS),1.0,N,000,111,9999999999,2024-05-25,9999999988,2024-06-28
186.0,299.0,TRE028,Tie Rod Ends,4.0,N,000,111,9999999999,2024-01-26,9999999988,2024-07-02
187.0,4633.0,CAF034,Cabin Air Filter,4.0,N,000,111,9999999999,2024-02-02,9999999988,2024-06-24
188.0,3075.0,OC010,Onboard Charger,1.0,N,000,111,9999999999,2024-03-26,9999999988,2024-04-08
189.0,1664.0,BP017,Brake Pads,4.0,N,000,111,9999999999,2024-05-29,9999999988,2024-06-26
190.0,4406.0,OC010,Onboard Charger,1.0,N,000,111,9999999999,2024-02-08,9999999988,2024-03-29
191.0,2444.0,TMS008,Thermal Management System,1.0,N,000,111,9999999999,2024-07-20,9999999988,2024-07-22
192.0,4491.0,BD018,Brake Discs,1.0,N,000,111,9999999999,2024-06-23,9999999988,2024-07-11
193.0,2461.0,WB025,Wiper Blades,4.0,N,000,111,9999999999,2024-03-25,9999999988,2024-06-30
194.0,191.0,MI022,Mirrors,1.0,N,000,111,9999999999,2024-02-02,9999999988,2024-06-27
195.0,589.0,TRE028,Tie Rod Ends,3.0,N,000,111,9999999999,2024-03-26,9999999988,2024-07-19
196.0,1779.0,AX030,Axles,1.0,N,000,111,9999999999,2024-03-05,9999999988,2024-06-06
197.0,1768.0,BP017,Brake Pads,1.0,N,000,111,9999999999,2024-03-15,9999999988,2024-05-18
198.0,955.0,PEC007,Power Electronics Controller,1.0,N,000,111,9999999999,2024-02-14,9999999988,2024-06-22
199.0,58.0,BMS006,Battery Management System (BMS),1.0,N,000,111,9999999999,2024-01-11,9999999988,2024-05-24
200.0,3379.0,TMS008,Thermal Management System,1.0,N,000,111,9999999999,2024-06-24,9999999988,2024-07-15
201.0,3871.0,FB035,Fuse Box,1.0,N,000,111,9999999999,2024-02-16,9999999988,2024-05-24
202.0,4277.0,FB035,Fuse Box,1.0,N,000,111,9999999999,2024-06-03,9999999988,2024-07-21
203.0,4282.0,MI022,Mirrors,4.0,N,000,111,9999999999,2024-03-21,9999999988,2024-05-19
204.0,3649.0,MI022,Mirrors,1.0,N,000,111,9999999999,2024-03-24,9999999988,2024-04-17
205.0,2152.0,EM002,Electric Motor,1.0,N,000,111,9999999999,2024-02-10,9999999988,2024-03-27
206.0,742.0,IN003,Inverter,1.0,N,000,111,9999999999,2024-06-27,9999999988,2024-07-09
207.0,3266.0,CA027,Control Arms,3.0,N,000,111,9999999999,2024-05-20,9999999988,2024-07-06
208.0,847.0,DC005,DC-DC Converter,1.0,N,000,111,9999999999,2024-02-28,9999999988,2024-05-18
209.0,2659.0,WB020,Wheel Bearings,1.0,N,000,111,9999999999,2024-07-08,9999999988,2024-07-20
210.0,790.0,BP017,Brake Pads,2.0,N,000,111,9999999999,2024-06-06,9999999988,2024-07-03
211.0,3120.0,SC026,"Suspension Components (Shocks, Struts)",3.0,N,000,111,9999999999,2024-06-13,9999999988,2024-07-15
212.0,297.0,TL024,Taillights,2.0,N,000,111,9999999999,2024-07-11,9999999988,2024-07-16
213.0,1934.0,WB025,Wiper Blades,1.0,N,000,111,9999999999,2024-05-05,9999999988,2024-05-06
214.0,4292.0,CP004,Charging Port,1.0,N,000,111,9999999999,2024-07-12,9999999988,2024-07-19
215.0,852.0,EM002,Electric Motor,1.0,N,000,111,9999999999,2024-03-19,9999999988,2024-05-31
216.0,423.0,SC026,"Suspension Components (Shocks, Struts)",3.0,N,000,111,9999999999,2024-03-25,9999999988,2024-04-08
217.0,1488.0,TI019,Tires,1.0,N,000,111,9999999999,2024-05-12,9999999988,2024-06-17
218.0,4068.0,SC026,"Suspension Components (Shocks, Struts)",1.0,N,000,111,9999999999,2024-05-03,9999999988,2024-06-12
219.0,3437.0,TMS008,Thermal Management System,1.0,N,000,111,9999999999,2024-05-04,9999999988,2024-05-25
220.0,2843.0,TL024,Taillights,2.0,N,000,111,9999999999,2024-07-22,9999999988,2024-07-22
221.0,3362.0,EAC015,Electric Air Conditioning Compressor,1.0,N,000,111,9999999999,2024-04-09,9999999988,2024-07-13
222.0,2722.0,CL031,Coolant (for thermal management),1.0,N,000,111,9999999999,2024-05-27,9999999988,2024-07-09
223.0,4137.0,RBS009,Regenerative Braking System,1.0,N,000,111,9999999999,2024-04-24,9999999988,2024-07-17
224.0,1357.0,BP017,Brake Pads,2.0,N,000,111,9999999999,2024-07-01,9999999988,2024-07-22
225.0,2391.0,BP017,Brake Pads,4.0,N,000,111,9999999999,2024-02-02,9999999988,2024-03-15
226.0,2697.0,HL023,Headlights,3.0,N,000,111,9999999999,2024-01-16,9999999988,2024-03-09
227.0,50.0,EAC015,Electric Air Conditioning Compressor,1.0,N,000,111,9999999999,2024-03-28,9999999988,2024-06-18
228.0,2046.0,HP014,Heat Pump,1.0,N,000,111,9999999999,2024-01-16,9999999988,2024-04-02
229.0,2238.0,HL023,Headlights,4.0,N,000,111,9999999999,2024-01-06,9999999988,2024-04-08
230.0,3958.0,DC005,DC-DC Converter,1.0,N,000,111,9999999999,2024-05-08,9999999988,2024-06-11
231.0,480.0,TMS008,Thermal Management System,1.0,N,000,111,9999999999,2024-02-27,9999999988,2024-03-24
232.0,1495.0,HL023,Headlights,3.0,N,000,111,9999999999,2024-06-27,9999999988,2024-07-13
233.0,4410.0,BF032,Brake Fluid,2.0,N,000,111,9999999999,2024-07-15,9999999988,2024-07-16
234.0,2508.0,CA027,Control Arms,3.0,N,000,111,9999999999,2024-07-14,9999999988,2024-07-19
235.0,4457.0,CAF034,Cabin Air Filter,1.0,N,000,111,9999999999,2024-02-05,9999999988,2024-05-01
236.0,4104.0,TL024,Taillights,1.0,N,000,111,9999999999,2024-07-20,9999999988,2024-07-20
237.0,618.0,BD018,Brake Discs,1.0,N,000,111,9999999999,2024-01-30,9999999988,2024-03-19
238.0,3633.0,IN003,Inverter,1.0,N,000,111,9999999999,2024-06-14,9999999988,2024-06-24
239.0,3296.0,CP004,Charging Port,1.0,N,000,111,9999999999,2024-03-21,9999999988,2024-04-15
240.0,2910.0,TL024,Taillights,3.0,N,000,111,9999999999,2024-06-11,9999999988,2024-07-09
241.0,4777.0,PEC007,Power Electronics Controller,1.0,N,000,111,9999999999,2024-07-06,9999999988,2024-07-17
242.0,3064.0,SC026,"Suspension Components (Shocks, Struts)",1.0,N,000,111,9999999999,2024-03-31,9999999988,2024-06-08
243.0,2374.0,BF032,Brake Fluid,4.0,N,000,111,9999999999,2024-01-01,9999999988,2024-06-09
244.0,2683.0,TI019,Tires,2.0,N,000,111,9999999999,2024-04-27,9999999988,2024-06-04
245.0,1945.0,FB035,Fuse Box,1.0,N,000,111,9999999999,2024-04-08,9999999988,2024-07-11
246.0,1103.0,BP017,Brake Pads,1.0,N,000,111,9999999999,2024-01-26,9999999988,2024-02-08
247.0,2077.0,BMS006,Battery Management System (BMS),1.0,N,000,111,9999999999,2024-04-11,9999999988,2024-05-24
248.0,3681.0,CA027,Control Arms,2.0,N,000,111,9999999999,2024-06-07,9999999988,2024-06-18
249.0,3425.0,CP004,Charging Port,1.0,N,000,111,9999999999,2024-05-29,9999999988,2024-06-26
