LABOUR_ID,DEALER_ORDER_ID,LABOUR_CODE,LABOUR_NAME,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE
24.0,2938.0,LR017,Suspension Repair,9999999999,2024-07-06,9999999988,2024-07-09
25.0,1212.0,LR019,Windshield Replacement,9999999999,2024-07-10,9999999988,2024-07-22
26.0,691.0,LR014,AC Compressor Service,9999999999,2024-05-04,9999999988,2024-05-22
27.0,2671.0,LR016,Brake System Service,9999999999,2024-02-26,9999999988,2024-06-29
28.0,1967.0,LR016,Brake System Service,9999999999,2024-04-11,9999999988,2024-06-17
29.0,2932.0,LR017,Suspension Repair,9999999999,2024-03-16,9999999988,2024-04-22
30.0,1118.0,LR017,Suspension Repair,9999999999,2024-07-09,9999999988,2024-07-15
31.0,1301.0,LR016,Brake System Service,9999999999,2024-04-27,9999999988,2024-05-29
32.0,2326.0,LR015,Water Pump Replacement,9999999999,2024-07-17,9999999988,2024-07-20
33.0,3839.0,LR016,Brake System Service,9999999999,2024-05-15,9999999988,2024-05-25
34.0,1753.0,LR013,Heat Pump Repair,9999999999,2024-06-10,9999999988,2024-06-21
35.0,2130.0,LR017,Suspension Repair,9999999999,2024-04-30,9999999988,2024-06-11
36.0,2179.0,LR019,Windshield Replacement,9999999999,2024-05-13,9999999988,2024-05-13
37.0,4439.0,LR007,Power Electronics Repair,9999999999,2024-05-15,9999999988,2024-07-16
38.0,2999.0,LR014,AC Compressor Service,9999999999,2024-06-19,9999999988,2024-06-26
39.0,2800.0,LR014,AC Compressor Service,9999999999,2024-03-21,9999999988,2024-04-23
40.0,1770.0,LR017,Suspension Repair,9999999999,2024-07-04,9999999988,2024-07-08
41.0,630.0,LR014,AC Compressor Service,9999999999,2024-07-09,9999999988,2024-07-19
42.0,3623.0,LR014,AC Compressor Service,9999999999,2024-03-19,9999999988,2024-06-12
43.0,920.0,LR017,Suspension Repair,9999999999,2024-04-21,9999999988,2024-06-09
44.0,948.0,LR015,Water Pump Replacement,9999999999,2024-05-13,9999999988,2024-07-08
45.0,176.0,LR015,Water Pump Replacement,9999999999,2024-04-20,9999999988,2024-05-16
46.0,2245.0,LR017,Suspension Repair,9999999999,2024-04-25,9999999988,2024-05-09
47.0,1563.0,LR016,Brake System Service,9999999999,2024-05-13,9999999988,2024-06-30
48.0,3146.0,LR016,Brake System Service,9999999999,2024-02-01,9999999988,2024-03-27
49.0,464.0,LR013,Heat Pump Repair,9999999999,2024-06-28,9999999988,2024-07-07
50.0,281.0,LR015,Water Pump Replacement,9999999999,2024-04-20,9999999988,2024-05-28
51.0,1261.0,LR013,Heat Pump Repair,9999999999,2024-06-23,9999999988,2024-06-30
52.0,2893.0,LR018,Headlight Alignment,9999999999,2024-06-22,9999999988,2024-07-08
53.0,2266.0,LR017,Suspension Repair,9999999999,2024-05-28,9999999988,2024-06-01
54.0,1122.0,LR016,Brake System Service,9999999999,2024-07-12,9999999988,2024-07-21
55.0,629.0,LR003,Inverter Replacement,9999999999,2024-03-23,9999999988,2024-06-21
56.0,2147.0,LR008,Thermal Management Service,9999999999,2024-06-09,9999999988,2024-07-05
57.0,2676.0,LR008,Thermal Management Service,9999999999,2024-05-25,9999999988,2024-06-15
58.0,229.0,LR014,AC Compressor Service,9999999999,2024-06-01,9999999988,2024-07-10
59.0,2082.0,LR018,Headlight Alignment,9999999999,2024-05-06,9999999988,2024-05-19
60.0,2545.0,LR017,Suspension Repair,9999999999,2024-05-09,9999999988,2024-06-10
61.0,3180.0,LR009,Regenerative Braking Adjustment,9999999999,2024-03-08,9999999988,2024-05-28
62.0,1929.0,LR016,Brake System Service,9999999999,2024-07-18,9999999988,2024-07-19
63.0,4225.0,LR016,Brake System Service,9999999999,2024-04-25,9999999988,2024-06-06
64.0,2173.0,LR016,Brake System Service,9999999999,2024-07-07,9999999988,2024-07-10
65.0,4684.0,LR019,Windshield Replacement,9999999999,2024-05-16,9999999988,2024-05-23
66.0,1395.0,LR014,AC Compressor Service,9999999999,2024-02-10,9999999988,2024-04-14
67.0,4561.0,LR016,Brake System Service,9999999999,2024-03-08,9999999988,2024-06-10
68.0,4209.0,LR018,Headlight Alignment,9999999999,2024-05-18,9999999988,2024-06-23
69.0,595.0,LR017,Suspension Repair,9999999999,2024-06-05,9999999988,2024-06-16
70.0,3948.0,LR016,Brake System Service,9999999999,2024-06-10,9999999988,2024-07-05
71.0,746.0,LR017,Suspension Repair,9999999999,2024-04-22,9999999988,2024-05-24
72.0,4186.0,LR009,Regenerative Braking Adjustment,9999999999,2024-07-10,9999999988,2024-07-10
73.0,2420.0,LR017,Suspension Repair,9999999999,2024-05-04,9999999988,2024-05-11
74.0,3196.0,LR014,AC Compressor Service,9999999999,2024-07-12,9999999988,2024-07-12
75.0,2652.0,LR016,Brake System Service,9999999999,2024-07-15,9999999988,2024-07-18
76.0,3539.0,LR014,AC Compressor Service,9999999999,2024-06-06,9999999988,2024-07-19
77.0,2918.0,LR016,Brake System Service,9999999999,2024-02-21,9999999988,2024-06-22
78.0,937.0,LR016,Brake System Service,9999999999,2024-05-18,9999999988,2024-06-29
79.0,759.0,LR015,Water Pump Replacement,9999999999,2024-07-18,9999999988,2024-07-20
80.0,1354.0,LR016,Brake System Service,9999999999,2024-06-11,9999999988,2024-06-12
81.0,3376.0,LR017,Suspension Repair,9999999999,2024-06-22,9999999988,2024-07-18
82.0,4244.0,LR016,Brake System Service,9999999999,2024-01-26,9999999988,2024-05-24
83.0,3951.0,LR016,Brake System Service,9999999999,2024-07-19,9999999988,2024-07-20
84.0,4034.0,LR016,Brake System Service,9999999999,2024-02-20,9999999988,2024-07-13
85.0,3172.0,LR003,Inverter Replacement,9999999999,2024-07-11,9999999988,2024-07-21
86.0,4543.0,LR018,Headlight Alignment,9999999999,2024-04-30,9999999988,2024-07-18
87.0,4687.0,LR013,Heat Pump Repair,9999999999,2024-07-19,9999999988,2024-07-19
88.0,3551.0,LR005,DC-DC Converter Replacement,9999999999,2024-05-18,9999999988,2024-06-10
89.0,2055.0,LR016,Brake System Service,9999999999,2024-06-04,9999999988,2024-07-17
90.0,2538.0,LR001,Battery Replacement,9999999999,2024-05-17,9999999988,2024-06-25
91.0,828.0,LR018,Headlight Alignment,9999999999,2024-05-31,9999999988,2024-06-22
92.0,4283.0,LR013,Heat Pump Repair,9999999999,2024-07-18,9999999988,2024-07-21
93.0,624.0,LR016,Brake System Service,9999999999,2024-06-30,9999999988,2024-07-08
94.0,1985.0,LR014,AC Compressor Service,9999999999,2024-03-27,9999999988,2024-07-05
95.0,120.0,LR016,Brake System Service,9999999999,2024-07-12,9999999988,2024-07-13
96.0,2324.0,LR012,Gearbox Service,9999999999,2024-07-10,9999999988,2024-07-16
97.0,2182.0,LR017,Suspension Repair,9999999999,2024-07-17,9999999988,2024-07-20
98.0,3129.0,LR013,Heat Pump Repair,9999999999,2024-06-12,9999999988,2024-07-18
99.0,2731.0,LR016,Brake System Service,9999999999,2024-04-27,9999999988,2024-07-08
100.0,847.0,LR017,Suspension Repair,9999999999,2024-02-22,9999999988,2024-06-03
101.0,349.0,LR018,Headlight Alignment,9999999999,2024-02-15,9999999988,2024-03-22
102.0,605.0,LR009,Regenerative Braking Adjustment,9999999999,2024-04-12,9999999988,2024-06-30
103.0,2810.0,LR016,Brake System Service,9999999999,2024-06-09,9999999988,2024-07-14
104.0,72.0,LR007,Power Electronics Repair,9999999999,2024-05-10,9999999988,2024-06-09
105.0,865.0,LR019,Windshield Replacement,9999999999,2024-05-30,9999999988,2024-07-18
106.0,2091.0,LR011,Drive Unit Maintenance,9999999999,2024-06-09,9999999988,2024-06-26
107.0,1469.0,LR017,Suspension Repair,9999999999,2024-07-11,9999999988,2024-07-17
108.0,3230.0,LR017,Suspension Repair,9999999999,2024-06-11,9999999988,2024-07-02
109.0,143.0,LR015,Water Pump Replacement,9999999999,2024-06-24,9999999988,2024-07-13
110.0,3958.0,LR013,Heat Pump Repair,9999999999,2024-06-28,9999999988,2024-07-17
111.0,4604.0,LR013,Heat Pump Repair,9999999999,2024-05-12,9999999988,2024-07-10
112.0,1612.0,LR013,Heat Pump Repair,9999999999,2024-03-31,9999999988,2024-07-14
113.0,4716.0,LR017,Suspension Repair,9999999999,2024-06-26,9999999988,2024-07-14
114.0,4485.0,LR017,Suspension Repair,9999999999,2024-04-10,9999999988,2024-05-03
115.0,505.0,LR013,Heat Pump Repair,9999999999,2024-06-06,9999999988,2024-07-06
116.0,2943.0,LR018,Headlight Alignment,9999999999,2024-07-08,9999999988,2024-07-10
117.0,2673.0,LR007,Power Electronics Repair,9999999999,2024-06-15,9999999988,2024-07-04
118.0,525.0,LR017,Suspension Repair,9999999999,2024-07-05,9999999988,2024-07-19
119.0,1769.0,LR016,Brake System Service,9999999999,2024-04-23,9999999988,2024-05-22
120.0,2833.0,LR013,Heat Pump Repair,9999999999,2024-06-25,9999999988,2024-07-10
121.0,1009.0,LR019,Windshield Replacement,9999999999,2024-04-14,9999999988,2024-07-07
122.0,3456.0,LR016,Brake System Service,9999999999,2024-07-11,9999999988,2024-07-19
123.0,3412.0,LR016,Brake System Service,9999999999,2024-07-15,9999999988,2024-07-22
124.0,4857.0,LR020,Fuse Replacement,9999999999,2024-05-05,9999999988,2024-06-18
125.0,4502.0,LR008,Thermal Management Service,9999999999,2024-07-11,9999999988,2024-07-20
126.0,4766.0,LR014,AC Compressor Service,9999999999,2024-06-30,9999999988,2024-07-02
127.0,3535.0,LR004,Charging Port Repair,9999999999,2024-07-09,9999999988,2024-07-13
128.0,1054.0,LR004,Charging Port Repair,9999999999,2024-07-05,9999999988,2024-07-18
129.0,55.0,LR017,Suspension Repair,9999999999,2024-03-29,9999999988,2024-06-07
130.0,2017.0,LR016,Brake System Service,9999999999,2024-05-21,9999999988,2024-07-22
131.0,819.0,LR020,Fuse Replacement,9999999999,2024-07-04,9999999988,2024-07-22
132.0,1295.0,LR020,Fuse Replacement,9999999999,2024-07-18,9999999988,2024-07-20
133.0,3686.0,LR004,Charging Port Repair,9999999999,2024-04-14,9999999988,2024-06-19
134.0,1083.0,LR013,Heat Pump Repair,9999999999,2024-05-06,9999999988,2024-06-01
135.0,2734.0,LR017,Suspension Repair,9999999999,2024-06-24,9999999988,2024-06-27
136.0,4981.0,LR014,AC Compressor Service,9999999999,2024-05-13,9999999988,2024-05-20
137.0,916.0,LR015,Water Pump Replacement,9999999999,2024-04-10,9999999988,2024-07-14
138.0,1984.0,LR012,Gearbox Service,9999999999,2024-06-09,9999999988,2024-06-19
139.0,4166.0,LR017,Suspension Repair,9999999999,2024-06-12,9999999988,2024-07-01
140.0,1028.0,LR017,Suspension Repair,9999999999,2024-07-14,9999999988,2024-07-22
141.0,4804.0,LR013,Heat Pump Repair,9999999999,2024-04-05,9999999988,2024-04-12
142.0,1100.0,LR016,Brake System Service,9999999999,2024-05-03,9999999988,2024-06-16
143.0,2135.0,LR018,Headlight Alignment,9999999999,2024-02-21,9999999988,2024-04-21
144.0,4181.0,LR005,DC-DC Converter Replacement,9999999999,2024-07-09,9999999988,2024-07-21
145.0,4586.0,LR017,Suspension Repair,9999999999,2024-07-22,9999999988,2024-07-22
146.0,1642.0,LR017,Suspension Repair,9999999999,2024-06-02,9999999988,2024-06-27
147.0,743.0,LR008,Thermal Management Service,9999999999,2024-03-24,9999999988,2024-04-07
148.0,3718.0,LR004,Charging Port Repair,9999999999,2024-06-23,9999999988,2024-07-12
149.0,4056.0,LR018,Headlight Alignment,9999999999,2024-02-29,9999999988,2024-04-02
150.0,2646.0,LR017,Suspension Repair,9999999999,2024-07-18,9999999988,2024-07-21
151.0,3237.0,LR006,BMS Calibration,9999999999,2024-06-09,9999999988,2024-06-11
152.0,3816.0,LR014,AC Compressor Service,9999999999,2024-04-22,9999999988,2024-07-11
153.0,2907.0,LR013,Heat Pump Repair,9999999999,2024-07-17,9999999988,2024-07-20
154.0,3400.0,LR014,AC Compressor Service,9999999999,2024-07-19,9999999988,2024-07-20
155.0,2094.0,LR013,Heat Pump Repair,9999999999,2024-06-04,9999999988,2024-06-05
156.0,682.0,LR017,Suspension Repair,9999999999,2024-03-16,9999999988,2024-06-11
157.0,2604.0,LR017,Suspension Repair,9999999999,2024-05-28,9999999988,2024-06-25
158.0,636.0,LR017,Suspension Repair,9999999999,2024-06-03,9999999988,2024-07-06
159.0,4390.0,LR016,Brake System Service,9999999999,2024-03-29,9999999988,2024-05-25
160.0,2718.0,LR008,Thermal Management Service,9999999999,2024-07-18,9999999988,2024-07-20
161.0,3190.0,LR019,Windshield Replacement,9999999999,2024-05-31,9999999988,2024-06-13
162.0,2707.0,LR014,AC Compressor Service,9999999999,2024-06-28,9999999988,2024-06-28
163.0,4113.0,LR018,Headlight Alignment,9999999999,2024-04-28,9999999988,2024-07-09
164.0,1213.0,LR010,Onboard Charger Repair,9999999999,2024-05-28,9999999988,2024-06-16
165.0,4358.0,LR019,Windshield Replacement,9999999999,2024-04-02,9999999988,2024-05-22
166.0,2081.0,LR015,Water Pump Replacement,9999999999,2024-05-13,9999999988,2024-07-14
167.0,4421.0,LR010,Onboard Charger Repair,9999999999,2024-06-19,9999999988,2024-07-16
168.0,1328.0,LR016,Brake System Service,9999999999,2024-06-30,9999999988,2024-07-19
169.0,937.0,LR017,Suspension Repair,9999999999,2024-07-09,9999999988,2024-07-10
170.0,386.0,LR016,Brake System Service,9999999999,2024-07-13,9999999988,2024-07-16
171.0,373.0,LR017,Suspension Repair,9999999999,2024-05-05,9999999988,2024-06-18
172.0,1338.0,LR017,Suspension Repair,9999999999,2024-07-22,9999999988,2024-07-22
173.0,2876.0,LR017,Suspension Repair,9999999999,2024-07-11,9999999988,2024-07-19
174.0,1632.0,LR014,AC Compressor Service,9999999999,2024-07-03,9999999988,2024-07-22
175.0,490.0,LR003,Inverter Replacement,9999999999,2024-06-30,9999999988,2024-07-18
176.0,2772.0,LR019,Windshield Replacement,9999999999,2024-02-23,9999999988,2024-04-11
177.0,3521.0,LR018,Headlight Alignment,9999999999,2024-07-07,9999999988,2024-07-13
178.0,3949.0,LR004,Charging Port Repair,9999999999,2024-07-14,9999999988,2024-07-15
179.0,484.0,LR003,Inverter Replacement,9999999999,2024-05-18,9999999988,2024-06-02
180.0,177.0,LR016,Brake System Service,9999999999,2024-02-27,9999999988,2024-05-14
181.0,1018.0,LR016,Brake System Service,9999999999,2024-07-19,9999999988,2024-07-22
182.0,4710.0,LR015,Water Pump Replacement,9999999999,2024-05-04,9999999988,2024-06-28
183.0,3225.0,LR014,AC Compressor Service,9999999999,2024-05-20,9999999988,2024-06-11
184.0,2390.0,LR019,Windshield Replacement,9999999999,2024-05-30,9999999988,2024-07-17
185.0,3514.0,LR006,BMS Calibration,9999999999,2024-06-24,9999999988,2024-07-04
186.0,299.0,LR017,Suspension Repair,9999999999,2024-05-17,9999999988,2024-07-05
187.0,4633.0,LR014,AC Compressor Service,9999999999,2024-07-21,9999999988,2024-07-22
188.0,3075.0,LR010,Onboard Charger Repair,9999999999,2024-05-27,9999999988,2024-06-17
189.0,1664.0,LR016,Brake System Service,9999999999,2024-06-23,9999999988,2024-07-03
190.0,4406.0,LR010,Onboard Charger Repair,9999999999,2024-03-25,9999999988,2024-04-20
191.0,2444.0,LR008,Thermal Management Service,9999999999,2024-07-20,9999999988,2024-07-22
192.0,4491.0,LR016,Brake System Service,9999999999,2024-06-27,9999999988,2024-07-10
193.0,2461.0,LR018,Headlight Alignment,9999999999,2024-05-15,9999999988,2024-07-03
194.0,191.0,LR019,Windshield Replacement,9999999999,2024-04-27,9999999988,2024-06-10
195.0,589.0,LR017,Suspension Repair,9999999999,2024-04-06,9999999988,2024-04-09
196.0,1779.0,LR017,Suspension Repair,9999999999,2024-05-13,9999999988,2024-05-19
197.0,1768.0,LR016,Brake System Service,9999999999,2024-06-02,9999999988,2024-06-17
198.0,955.0,LR007,Power Electronics Repair,9999999999,2024-07-21,9999999988,2024-07-21
199.0,58.0,LR006,BMS Calibration,9999999999,2024-03-28,9999999988,2024-04-04
200.0,3379.0,LR008,Thermal Management Service,9999999999,2024-07-15,9999999988,2024-07-16
201.0,3871.0,LR020,Fuse Replacement,9999999999,2024-04-20,9999999988,2024-05-22
202.0,4277.0,LR020,Fuse Replacement,9999999999,2024-07-20,9999999988,2024-07-20
203.0,4282.0,LR019,Windshield Replacement,9999999999,2024-06-29,9999999988,2024-06-29
204.0,3649.0,LR019,Windshield Replacement,9999999999,2024-04-04,9999999988,2024-06-15
205.0,2152.0,LR002,Motor Repair,9999999999,2024-04-23,9999999988,2024-05-23
206.0,742.0,LR003,Inverter Replacement,9999999999,2024-07-02,9999999988,2024-07-10
207.0,3266.0,LR017,Suspension Repair,9999999999,2024-07-21,9999999988,2024-07-22
208.0,847.0,LR005,DC-DC Converter Replacement,9999999999,2024-03-13,9999999988,2024-07-20
209.0,2659.0,LR016,Brake System Service,9999999999,2024-07-08,9999999988,2024-07-21
210.0,790.0,LR016,Brake System Service,9999999999,2024-07-04,9999999988,2024-07-16
211.0,3120.0,LR017,Suspension Repair,9999999999,2024-06-23,9999999988,2024-07-06
212.0,297.0,LR018,Headlight Alignment,9999999999,2024-07-21,9999999988,2024-07-22
213.0,1934.0,LR018,Headlight Alignment,9999999999,2024-05-09,9999999988,2024-06-29
214.0,4292.0,LR004,Charging Port Repair,9999999999,2024-07-16,9999999988,2024-07-20
215.0,852.0,LR002,Motor Repair,9999999999,2024-07-13,9999999988,2024-07-18
216.0,423.0,LR017,Suspension Repair,9999999999,2024-06-08,9999999988,2024-07-05
217.0,1488.0,LR016,Brake System Service,9999999999,2024-06-04,9999999988,2024-07-18
218.0,4068.0,LR017,Suspension Repair,9999999999,2024-06-25,9999999988,2024-06-30
219.0,3437.0,LR008,Thermal Management Service,9999999999,2024-06-26,9999999988,2024-07-03
220.0,2843.0,LR018,Headlight Alignment,9999999999,2024-07-22,9999999988,2024-07-22
221.0,3362.0,LR014,AC Compressor Service,9999999999,2024-05-15,9999999988,2024-06-13
222.0,2722.0,LR013,Heat Pump Repair,9999999999,2024-06-07,9999999988,2024-07-02
223.0,4137.0,LR009,Regenerative Braking Adjustment,9999999999,2024-06-05,9999999988,2024-06-23
224.0,1357.0,LR016,Brake System Service,9999999999,2024-07-01,9999999988,2024-07-15
225.0,2391.0,LR016,Brake System Service,9999999999,2024-03-01,9999999988,2024-05-19
226.0,2697.0,LR018,Headlight Alignment,9999999999,2024-01-22,9999999988,2024-01-22
227.0,50.0,LR014,AC Compressor Service,9999999999,2024-06-02,9999999988,2024-06-06
228.0,2046.0,LR013,Heat Pump Repair,9999999999,2024-06-20,9999999988,2024-07-18
229.0,2238.0,LR018,Headlight Alignment,9999999999,2024-04-10,9999999988,2024-07-16
230.0,3958.0,LR005,DC-DC Converter Replacement,9999999999,2024-05-28,9999999988,2024-06-26
231.0,480.0,LR008,Thermal Management Service,9999999999,2024-03-26,9999999988,2024-06-05
232.0,1495.0,LR018,Headlight Alignment,9999999999,2024-07-22,9999999988,2024-07-22
233.0,4410.0,LR013,Heat Pump Repair,9999999999,2024-07-15,9999999988,2024-07-17
234.0,2508.0,LR017,Suspension Repair,9999999999,2024-07-22,9999999988,2024-07-22
235.0,4457.0,LR014,AC Compressor Service,9999999999,2024-03-29,9999999988,2024-06-24
236.0,4104.0,LR018,Headlight Alignment,9999999999,2024-07-21,9999999988,2024-07-21
237.0,618.0,LR016,Brake System Service,9999999999,2024-06-23,9999999988,2024-06-28
238.0,3633.0,LR003,Inverter Replacement,9999999999,2024-07-21,9999999988,2024-07-21
239.0,3296.0,LR004,Charging Port Repair,9999999999,2024-07-08,9999999988,2024-07-10
240.0,2910.0,LR018,Headlight Alignment,9999999999,2024-07-15,9999999988,2024-07-21
241.0,4777.0,LR007,Power Electronics Repair,9999999999,2024-07-17,9999999988,2024-07-19
242.0,3064.0,LR017,Suspension Repair,9999999999,2024-07-22,9999999988,2024-07-22
243.0,2374.0,LR013,Heat Pump Repair,9999999999,2024-02-23,9999999988,2024-03-01
244.0,2683.0,LR016,Brake System Service,9999999999,2024-07-02,9999999988,2024-07-06
245.0,1945.0,LR020,Fuse Replacement,9999999999,2024-05-10,9999999988,2024-06-09
246.0,1103.0,LR016,Brake System Service,9999999999,2024-04-16,9999999988,2024-07-18
247.0,2077.0,LR006,BMS Calibration,9999999999,2024-06-26,9999999988,2024-07-13
248.0,3681.0,LR017,Suspension Repair,9999999999,2024-07-04,9999999988,2024-07-06
249.0,3425.0,LR004,Charging Port Repair,9999999999,2024-06-05,9999999988,2024-06-05
250.0,4995.0,LR016,Brake System Service,9999999999,2024-03-07,9999999988,2024-06-23
251.0,632.0,LR013,Heat Pump Repair,9999999999,2024-03-01,9999999988,2024-06-11
252.0,4870.0,LR016,Brake System Service,9999999999,2024-06-14,9999999988,2024-07-14
253.0,506.0,LR017,Suspension Repair,9999999999,2024-07-07,9999999988,2024-07-10
254.0,461.0,LR018,Headlight Alignment,9999999999,2024-06-03,9999999988,2024-07-08
255.0,3746.0,LR017,Suspension Repair,9999999999,2024-07-14,9999999988,2024-07-18
256.0,4568.0,LR006,BMS Calibration,9999999999,2024-07-13,9999999988,2024-07-15
257.0,3912.0,LR019,Windshield Replacement,9999999999,2024-05-23,9999999988,2024-06-11
258.0,1234.0,LR018,Headlight Alignment,9999999999,2024-07-05,9999999988,2024-07-05
259.0,2877.0,LR017,Suspension Repair,9999999999,2024-07-13,9999999988,2024-07-17
260.0,1525.0,LR017,Suspension Repair,9999999999,2024-06-30,9999999988,2024-07-04
261.0,4359.0,LR016,Brake System Service,9999999999,2024-03-06,9999999988,2024-05-06
262.0,1555.0,LR012,Gearbox Service,9999999999,2024-05-10,9999999988,2024-05-13
263.0,891.0,LR017,Suspension Repair,9999999999,2024-05-23,9999999988,2024-07-06
264.0,3150.0,LR016,Brake System Service,9999999999,2024-03-25,9999999988,2024-04-24
265.0,1940.0,LR016,Brake System Service,9999999999,2024-05-18,9999999988,2024-06-15
266.0,2393.0,LR016,Brake System Service,9999999999,2024-06-18,9999999988,2024-07-14
267.0,2236.0,LR010,Onboard Charger Repair,9999999999,2024-05-28,9999999988,2024-06-24
268.0,1786.0,LR016,Brake System Service,9999999999,2024-04-30,9999999988,2024-06-07
269.0,1897.0,LR016,Brake System Service,9999999999,2024-07-16,9999999988,2024-07-19
270.0,29.0,LR006,BMS Calibration,9999999999,2024-07-22,9999999988,2024-07-22
271.0,4943.0,LR005,DC-DC Converter Replacement,9999999999,2024-03-08,9999999988,2024-04-28
272.0,2319.0,LR014,AC Compressor Service,9999999999,2024-04-30,9999999988,2024-06-28
273.0,4157.0,LR016,Brake System Service,9999999999,2024-03-26,9999999988,2024-07-12
274.0,182.0,LR016,Brake System Service,9999999999,2024-05-14,9999999988,2024-06-11
275.0,294.0,LR013,Heat Pump Repair,9999999999,2024-04-30,9999999988,2024-07-02
276.0,2632.0,LR014,AC Compressor Service,9999999999,2024-06-07,9999999988,2024-07-12
277.0,768.0,LR019,Windshield Replacement,9999999999,2024-07-10,9999999988,2024-07-18
278.0,4923.0,LR015,Water Pump Replacement,9999999999,2024-06-08,9999999988,2024-06-08
279.0,99.0,LR002,Motor Repair,9999999999,2024-07-10,9999999988,2024-07-14
280.0,307.0,LR014,AC Compressor Service,9999999999,2024-04-11,9999999988,2024-05-17
281.0,64.0,LR003,Inverter Replacement,9999999999,2024-06-07,9999999988,2024-07-02
282.0,2485.0,LR009,Regenerative Braking Adjustment,9999999999,2024-04-18,9999999988,2024-05-12
283.0,1990.0,LR009,Regenerative Braking Adjustment,9999999999,2024-07-21,9999999988,2024-07-21
284.0,3798.0,LR014,AC Compressor Service,9999999999,2024-05-26,9999999988,2024-07-08
285.0,86.0,LR013,Heat Pump Repair,9999999999,2024-02-10,9999999988,2024-05-28
286.0,603.0,LR009,Regenerative Braking Adjustment,9999999999,2024-07-16,9999999988,2024-07-18
287.0,4750.0,LR017,Suspension Repair,9999999999,2024-07-22,9999999988,2024-07-22
288.0,4707.0,LR013,Heat Pump Repair,9999999999,2024-07-21,9999999988,2024-07-22
289.0,4067.0,LR016,Brake System Service,9999999999,2024-03-20,9999999988,2024-05-13
290.0,4957.0,LR014,AC Compressor Service,9999999999,2024-07-18,9999999988,2024-07-20
291.0,3613.0,LR013,Heat Pump Repair,9999999999,2024-06-25,9999999988,2024-07-02
292.0,653.0,LR016,Brake System Service,9999999999,2024-06-18,9999999988,2024-06-30
293.0,3490.0,LR018,Headlight Alignment,9999999999,2024-06-10,9999999988,2024-07-06
294.0,3997.0,LR014,AC Compressor Service,9999999999,2024-06-24,9999999988,2024-07-18
295.0,137.0,LR016,Brake System Service,9999999999,2024-07-05,9999999988,2024-07-10
296.0,79.0,LR016,Brake System Service,9999999999,2024-06-07,9999999988,2024-07-02
297.0,2666.0,LR015,Water Pump Replacement,9999999999,2024-07-01,9999999988,2024-07-02
298.0,2609.0,LR016,Brake System Service,9999999999,2024-07-21,9999999988,2024-07-21
299.0,1401.0,LR014,AC Compressor Service,9999999999,2024-07-19,9999999988,2024-07-20
300.0,4970.0,LR016,Brake System Service,9999999999,2024-05-06,9999999988,2024-06-25
301.0,1395.0,LR014,AC Compressor Service,9999999999,2024-05-26,9999999988,2024-05-29
302.0,1687.0,LR014,AC Compressor Service,9999999999,2024-07-15,9999999988,2024-07-18
303.0,4715.0,LR014,AC Compressor Service,9999999999,2024-06-03,9999999988,2024-07-04
304.0,725.0,LR017,Suspension Repair,9999999999,2024-07-13,9999999988,2024-07-21
305.0,1238.0,LR017,Suspension Repair,9999999999,2024-06-07,9999999988,2024-06-25
