SALE_PART_ID,DEALER_ORDER_ID,PART_CODE,PART_NAME,PART_QUANTITY,CREATE_BY,CREATE_DATE,UPDATE_BY,UPDATE_DATE
89.0,2660.0,DC005,DC-DC Converter,1.0,9999999999,2024-07-01,9999999988,2024-07-21
90.0,3190.0,PSF033,Power Steering Fluid (if applicable),3.0,9999999999,2024-03-06,9999999988,2024-07-19
91.0,3065.0,WB025,Wiper Blades,1.0,9999999999,2024-03-19,9999999988,2024-03-30
92.0,2701.0,IN003,Inverter,1.0,9999999999,2024-03-02,9999999988,2024-04-02
93.0,95.0,CAF034,Cabin Air Filter,2.0,9999999999,2024-05-12,9999999988,2024-07-02
94.0,1177.0,TRE028,Tie Rod Ends,1.0,9999999999,2024-04-07,9999999988,2024-04-29
95.0,1140.0,IN003,Inverter,1.0,9999999999,2024-06-20,9999999988,2024-06-28
96.0,1638.0,EDU012,Electric Drive Unit,1.0,9999999999,2024-01-06,9999999988,2024-07-07
97.0,1337.0,EAC015,Electric Air Conditioning Compressor,1.0,9999999999,2024-06-08,9999999988,2024-07-21
98.0,271.0,WB020,Wheel Bearings,2.0,9999999999,2024-07-16,9999999988,2024-07-21
99.0,1012.0,WB020,Wheel Bearings,1.0,9999999999,2024-04-30,9999999988,2024-07-02
100.0,1689.0,HVC011,High Voltage Cables,2.0,9999999999,2024-05-18,9999999988,2024-06-24
101.0,74.0,EM002,Electric Motor,1.0,9999999999,2024-04-07,9999999988,2024-05-06
102.0,2516.0,SC026,"Suspension Components (Shocks, Struts)",1.0,9999999999,2024-01-05,9999999988,2024-06-30
103.0,2156.0,HP014,Heat Pump,1.0,9999999999,2024-01-31,9999999988,2024-04-05
104.0,3084.0,CA027,Control Arms,3.0,9999999999,2024-01-18,9999999988,2024-05-02
105.0,3468.0,EDU012,Electric Drive Unit,1.0,9999999999,2024-04-19,9999999988,2024-05-02
106.0,4898.0,TI019,Tires,4.0,9999999999,2024-04-03,9999999988,2024-07-05
107.0,2396.0,OC010,Onboard Charger,1.0,9999999999,2024-05-16,9999999988,2024-07-14
108.0,3201.0,FB035,Fuse Box,1.0,9999999999,2024-04-21,9999999988,2024-06-25
109.0,3945.0,EDU012,Electric Drive Unit,1.0,9999999999,2024-05-19,9999999988,2024-07-15
110.0,1735.0,CVJ029,CV Joints,1.0,9999999999,2024-02-21,9999999988,2024-07-08
111.0,662.0,PSF033,Power Steering Fluid (if applicable),4.0,9999999999,2024-04-30,9999999988,2024-06-06
112.0,4310.0,IN003,Inverter,1.0,9999999999,2024-06-09,9999999988,2024-07-19
113.0,2451.0,TI019,Tires,3.0,9999999999,2024-02-01,9999999988,2024-02-01
114.0,2749.0,EWP016,Electric Water Pump,1.0,9999999999,2024-03-15,9999999988,2024-05-18
115.0,3437.0,BD018,Brake Discs,1.0,9999999999,2024-03-03,9999999988,2024-04-18
116.0,272.0,EAC015,Electric Air Conditioning Compressor,1.0,9999999999,2024-03-27,9999999988,2024-06-22
117.0,469.0,HP014,Heat Pump,1.0,9999999999,2024-05-27,9999999988,2024-07-21
118.0,4482.0,BF032,Brake Fluid,2.0,9999999999,2024-06-09,9999999988,2024-06-10
119.0,4045.0,BP001,Battery Pack,1.0,9999999999,2024-06-05,9999999988,2024-07-17
120.0,803.0,BF032,Brake Fluid,1.0,9999999999,2024-06-11,9999999988,2024-07-18
121.0,4326.0,CP004,Charging Port,1.0,9999999999,2024-01-19,9999999988,2024-02-20
122.0,1232.0,RBS009,Regenerative Braking System,1.0,9999999999,2024-06-21,9999999988,2024-06-24
123.0,11.0,CA027,Control Arms,1.0,9999999999,2024-04-10,9999999988,2024-05-10
124.0,713.0,CVJ029,CV Joints,3.0,9999999999,2024-06-22,9999999988,2024-07-17
125.0,1685.0,HP014,Heat Pump,1.0,9999999999,2024-07-08,9999999988,2024-07-21
126.0,2514.0,DC005,DC-DC Converter,1.0,9999999999,2024-01-01,9999999988,2024-01-16
127.0,801.0,PSF033,Power Steering Fluid (if applicable),3.0,9999999999,2024-07-11,9999999988,2024-07-14
128.0,1542.0,TRE028,Tie Rod Ends,1.0,9999999999,2024-05-01,9999999988,2024-07-21
129.0,405.0,CA027,Control Arms,2.0,9999999999,2024-06-30,9999999988,2024-07-01
130.0,2903.0,BF032,Brake Fluid,1.0,9999999999,2024-06-10,9999999988,2024-06-19
131.0,2690.0,FB035,Fuse Box,1.0,9999999999,2024-02-02,9999999988,2024-07-13
132.0,642.0,CVJ029,CV Joints,1.0,9999999999,2024-02-20,9999999988,2024-02-22
133.0,3433.0,CA027,Control Arms,3.0,9999999999,2024-06-05,9999999988,2024-07-21
134.0,4963.0,HL023,Headlights,1.0,9999999999,2024-06-11,9999999988,2024-06-26
135.0,2420.0,TI019,Tires,3.0,9999999999,2024-01-02,9999999988,2024-03-24
136.0,4575.0,FB035,Fuse Box,1.0,9999999999,2024-01-06,9999999988,2024-01-06
137.0,3292.0,HP014,Heat Pump,1.0,9999999999,2024-02-07,9999999988,2024-03-14
138.0,78.0,PEC007,Power Electronics Controller,1.0,9999999999,2024-02-16,9999999988,2024-06-13
139.0,1509.0,CL031,Coolant (for thermal management),3.0,9999999999,2024-03-18,9999999988,2024-05-15
140.0,159.0,HVC011,High Voltage Cables,2.0,9999999999,2024-04-18,9999999988,2024-06-23
141.0,3409.0,CA027,Control Arms,4.0,9999999999,2024-03-11,9999999988,2024-03-30
142.0,4762.0,PEC007,Power Electronics Controller,1.0,9999999999,2024-07-03,9999999988,2024-07-12
143.0,4258.0,BMS006,Battery Management System (BMS),1.0,9999999999,2024-02-01,9999999988,2024-02-05
144.0,316.0,EM002,Electric Motor,1.0,9999999999,2024-04-16,9999999988,2024-07-13
145.0,3006.0,OC010,Onboard Charger,1.0,9999999999,2024-06-24,9999999988,2024-06-29
146.0,1485.0,PSF033,Power Steering Fluid (if applicable),3.0,9999999999,2024-04-09,9999999988,2024-05-04
147.0,1663.0,OC010,Onboard Charger,1.0,9999999999,2024-07-21,9999999988,2024-07-21
148.0,3018.0,EM002,Electric Motor,1.0,9999999999,2024-05-14,9999999988,2024-05-25
149.0,2233.0,TI019,Tires,3.0,9999999999,2024-02-29,9999999988,2024-04-23
150.0,2256.0,BP017,Brake Pads,1.0,9999999999,2024-01-08,9999999988,2024-01-24
151.0,3950.0,TRE028,Tie Rod Ends,2.0,9999999999,2024-01-16,9999999988,2024-02-24
152.0,1673.0,TL024,Taillights,1.0,9999999999,2024-04-10,9999999988,2024-06-10
153.0,804.0,HVC011,High Voltage Cables,3.0,9999999999,2024-05-22,9999999988,2024-07-16
154.0,3585.0,PSF033,Power Steering Fluid (if applicable),2.0,9999999999,2024-01-17,9999999988,2024-06-29
155.0,1329.0,BP001,Battery Pack,1.0,9999999999,2024-07-11,9999999988,2024-07-19
156.0,3619.0,BP001,Battery Pack,1.0,9999999999,2024-06-27,9999999988,2024-07-18
157.0,4934.0,CVJ029,CV Joints,2.0,9999999999,2024-05-24,9999999988,2024-07-15
158.0,821.0,OC010,Onboard Charger,1.0,9999999999,2024-03-10,9999999988,2024-04-19
159.0,1037.0,EDU012,Electric Drive Unit,1.0,9999999999,2024-05-25,9999999988,2024-07-21
160.0,365.0,AX030,Axles,2.0,9999999999,2024-04-23,9999999988,2024-04-23
161.0,2861.0,CVJ029,CV Joints,4.0,9999999999,2024-02-23,9999999988,2024-03-23
162.0,1918.0,SC026,"Suspension Components (Shocks, Struts)",3.0,9999999999,2024-04-15,9999999988,2024-06-18
163.0,3863.0,TMS008,Thermal Management System,1.0,9999999999,2024-05-11,9999999988,2024-06-15
164.0,2001.0,PSF033,Power Steering Fluid (if applicable),1.0,9999999999,2024-02-06,9999999988,2024-04-11
165.0,1316.0,CA027,Control Arms,3.0,9999999999,2024-01-14,9999999988,2024-01-22
166.0,1652.0,TRE028,Tie Rod Ends,1.0,9999999999,2024-04-14,9999999988,2024-05-15
167.0,4233.0,TI019,Tires,3.0,9999999999,2024-02-28,9999999988,2024-06-20
168.0,2371.0,PEC007,Power Electronics Controller,1.0,9999999999,2024-04-22,9999999988,2024-05-27
169.0,364.0,HP014,Heat Pump,1.0,9999999999,2024-06-02,9999999988,2024-06-14
170.0,2461.0,AX030,Axles,2.0,9999999999,2024-04-23,9999999988,2024-05-04
171.0,734.0,HVC011,High Voltage Cables,3.0,9999999999,2024-07-04,9999999988,2024-07-21
172.0,1004.0,TI019,Tires,2.0,9999999999,2024-04-03,9999999988,2024-04-12
173.0,3745.0,AX030,Axles,3.0,9999999999,2024-04-29,9999999988,2024-05-16
174.0,3062.0,CP004,Charging Port,1.0,9999999999,2024-01-28,9999999988,2024-03-26
175.0,2868.0,EM002,Electric Motor,1.0,9999999999,2024-06-05,9999999988,2024-07-15
176.0,44.0,PSF033,Power Steering Fluid (if applicable),1.0,9999999999,2024-05-07,9999999988,2024-06-05
177.0,4054.0,OC010,Onboard Charger,1.0,9999999999,2024-06-10,9999999988,2024-06-15
178.0,675.0,PEC007,Power Electronics Controller,1.0,9999999999,2024-02-08,9999999988,2024-05-26
179.0,2112.0,TRE028,Tie Rod Ends,3.0,9999999999,2024-07-05,9999999988,2024-07-16
180.0,166.0,WB020,Wheel Bearings,4.0,9999999999,2024-05-10,9999999988,2024-06-12
181.0,4306.0,TL024,Taillights,1.0,9999999999,2024-02-18,9999999988,2024-05-21
182.0,1481.0,PSF033,Power Steering Fluid (if applicable),2.0,9999999999,2024-02-15,9999999988,2024-06-29
183.0,2475.0,PEC007,Power Electronics Controller,1.0,9999999999,2024-07-12,9999999988,2024-07-17
184.0,2065.0,BD018,Brake Discs,3.0,9999999999,2024-01-15,9999999988,2024-03-13
185.0,1381.0,EAC015,Electric Air Conditioning Compressor,1.0,9999999999,2024-05-10,9999999988,2024-07-20
186.0,2294.0,BF032,Brake Fluid,4.0,9999999999,2024-03-01,9999999988,2024-04-02
187.0,1592.0,BD018,Brake Discs,4.0,9999999999,2024-05-25,9999999988,2024-06-02
188.0,2589.0,TI019,Tires,3.0,9999999999,2024-01-26,9999999988,2024-06-30
189.0,3485.0,WB020,Wheel Bearings,2.0,9999999999,2024-02-02,9999999988,2024-03-11
190.0,2432.0,FB035,Fuse Box,1.0,9999999999,2024-03-26,9999999988,2024-04-06
191.0,2782.0,IN003,Inverter,1.0,9999999999,2024-05-29,9999999988,2024-05-29
192.0,48.0,CL031,Coolant (for thermal management),4.0,9999999999,2024-02-08,9999999988,2024-04-24
193.0,2098.0,PEC007,Power Electronics Controller,1.0,9999999999,2024-07-20,9999999988,2024-07-20
194.0,543.0,BF032,Brake Fluid,3.0,9999999999,2024-06-23,9999999988,2024-07-16
195.0,1084.0,AX030,Axles,1.0,9999999999,2024-03-25,9999999988,2024-06-15
196.0,1120.0,HVC011,High Voltage Cables,1.0,9999999999,2024-02-02,9999999988,2024-04-13
197.0,7.0,BF032,Brake Fluid,1.0,9999999999,2024-03-26,9999999988,2024-05-15
198.0,1631.0,HL023,Headlights,4.0,9999999999,2024-03-05,9999999988,2024-05-27
199.0,1859.0,BD018,Brake Discs,2.0,9999999999,2024-03-15,9999999988,2024-05-23
200.0,2632.0,BMS006,Battery Management System (BMS),1.0,9999999999,2024-02-14,9999999988,2024-02-26
201.0,3355.0,CA027,Control Arms,2.0,9999999999,2024-01-11,9999999988,2024-07-04
202.0,160.0,PSF033,Power Steering Fluid (if applicable),4.0,9999999999,2024-06-24,9999999988,2024-07-03
203.0,2161.0,DC005,DC-DC Converter,1.0,9999999999,2024-02-16,9999999988,2024-05-22
204.0,1416.0,WB025,Wiper Blades,2.0,9999999999,2024-06-03,9999999988,2024-06-27
205.0,655.0,CAF034,Cabin Air Filter,1.0,9999999999,2024-03-21,9999999988,2024-03-29
206.0,1734.0,BP017,Brake Pads,4.0,9999999999,2024-03-24,9999999988,2024-04-21
207.0,2041.0,TRE028,Tie Rod Ends,2.0,9999999999,2024-02-10,9999999988,2024-03-19
208.0,4500.0,BP001,Battery Pack,1.0,9999999999,2024-06-27,9999999988,2024-07-15
209.0,4477.0,CA027,Control Arms,4.0,9999999999,2024-05-20,9999999988,2024-07-12
210.0,710.0,CP004,Charging Port,1.0,9999999999,2024-02-28,9999999988,2024-03-19
211.0,3249.0,BP001,Battery Pack,1.0,9999999999,2024-07-08,9999999988,2024-07-11
212.0,4458.0,TI019,Tires,4.0,9999999999,2024-06-06,9999999988,2024-07-06
213.0,3208.0,TMS008,Thermal Management System,1.0,9999999999,2024-06-13,9999999988,2024-07-08
214.0,4181.0,EDU012,Electric Drive Unit,1.0,9999999999,2024-07-11,9999999988,2024-07-19
215.0,697.0,WB020,Wheel Bearings,2.0,9999999999,2024-05-05,9999999988,2024-06-22
216.0,3894.0,EWP016,Electric Water Pump,1.0,9999999999,2024-07-12,9999999988,2024-07-19
217.0,4347.0,AX030,Axles,1.0,9999999999,2024-03-19,9999999988,2024-07-02
218.0,33.0,FB035,Fuse Box,1.0,9999999999,2024-03-25,9999999988,2024-03-26
219.0,1985.0,MI022,Mirrors,4.0,9999999999,2024-05-12,9999999988,2024-07-19
220.0,4219.0,HL023,Headlights,1.0,9999999999,2024-05-03,9999999988,2024-07-21
221.0,2704.0,SC026,"Suspension Components (Shocks, Struts)",3.0,9999999999,2024-05-04,9999999988,2024-05-07
222.0,4684.0,BF032,Brake Fluid,1.0,9999999999,2024-02-27,9999999988,2024-04-16
223.0,4817.0,OC010,Onboard Charger,1.0,9999999999,2024-03-01,9999999988,2024-05-13
224.0,1603.0,WB025,Wiper Blades,2.0,9999999999,2024-04-24,9999999988,2024-07-02
225.0,1359.0,BP017,Brake Pads,2.0,9999999999,2024-07-01,9999999988,2024-07-02
226.0,1258.0,EAC015,Electric Air Conditioning Compressor,1.0,9999999999,2024-02-02,9999999988,2024-05-12
227.0,288.0,BP001,Battery Pack,1.0,9999999999,2024-01-16,9999999988,2024-01-28
228.0,3112.0,FB035,Fuse Box,1.0,9999999999,2024-03-28,9999999988,2024-04-22
229.0,2576.0,TRE028,Tie Rod Ends,1.0,9999999999,2024-01-16,9999999988,2024-03-14
230.0,530.0,EM002,Electric Motor,1.0,9999999999,2024-01-06,9999999988,2024-06-28
231.0,4082.0,TRE028,Tie Rod Ends,3.0,9999999999,2024-05-08,9999999988,2024-05-23
232.0,701.0,CA027,Control Arms,3.0,9999999999,2024-02-27,9999999988,2024-07-03
233.0,557.0,CA027,Control Arms,4.0,9999999999,2024-06-27,9999999988,2024-07-15
234.0,3011.0,HVC011,High Voltage Cables,3.0,9999999999,2024-07-15,9999999988,2024-07-19
235.0,2866.0,TRE028,Tie Rod Ends,1.0,9999999999,2024-07-14,9999999988,2024-07-14
236.0,884.0,BP017,Brake Pads,3.0,9999999999,2024-02-05,9999999988,2024-06-15
237.0,2112.0,MI022,Mirrors,3.0,9999999999,2024-07-20,9999999988,2024-07-21
238.0,2833.0,CAF034,Cabin Air Filter,3.0,9999999999,2024-01-30,9999999988,2024-06-23
239.0,1335.0,AB036,12V Auxiliary Battery,1.0,9999999999,2024-06-14,9999999988,2024-07-20
240.0,3375.0,TMS008,Thermal Management System,1.0,9999999999,2024-03-21,9999999988,2024-05-16
241.0,1403.0,PSF033,Power Steering Fluid (if applicable),4.0,9999999999,2024-06-11,9999999988,2024-07-21
242.0,4136.0,AB036,12V Auxiliary Battery,1.0,9999999999,2024-07-06,9999999988,2024-07-15
243.0,3425.0,OC010,Onboard Charger,1.0,9999999999,2024-03-31,9999999988,2024-04-03
244.0,984.0,MI022,Mirrors,1.0,9999999999,2024-01-01,9999999988,2024-03-11
245.0,3129.0,EDU012,Electric Drive Unit,1.0,9999999999,2024-04-27,9999999988,2024-06-15
246.0,2414.0,WB025,Wiper Blades,4.0,9999999999,2024-04-08,9999999988,2024-06-11
247.0,2676.0,TRE028,Tie Rod Ends,1.0,9999999999,2024-01-26,9999999988,2024-04-30
248.0,363.0,FB035,Fuse Box,1.0,9999999999,2024-04-11,9999999988,2024-06-08
249.0,1496.0,TL024,Taillights,1.0,9999999999,2024-06-07,9999999988,2024-06-25
250.0,3428.0,CVJ029,CV Joints,4.0,9999999999,2024-05-29,9999999988,2024-06-04
251.0,1761.0,RBS009,Regenerative Braking System,1.0,9999999999,2024-03-04,9999999988,2024-07-06
252.0,2428.0,CL031,Coolant (for thermal management),1.0,9999999999,2024-02-19,9999999988,2024-04-05
253.0,2521.0,WB025,Wiper Blades,2.0,9999999999,2024-04-21,9999999988,2024-06-30
254.0,2811.0,HVC011,High Voltage Cables,1.0,9999999999,2024-05-09,9999999988,2024-05-14
255.0,4210.0,CVJ029,CV Joints,1.0,9999999999,2024-01-14,9999999988,2024-04-16
256.0,411.0,FB035,Fuse Box,1.0,9999999999,2024-06-11,9999999988,2024-06-17
257.0,878.0,AX030,Axles,1.0,9999999999,2024-07-10,9999999988,2024-07-20
258.0,2076.0,HL023,Headlights,3.0,9999999999,2024-02-01,9999999988,2024-06-10
259.0,3064.0,TI019,Tires,1.0,9999999999,2024-02-28,9999999988,2024-05-06
260.0,4176.0,BP017,Brake Pads,2.0,9999999999,2024-06-08,9999999988,2024-06-09
261.0,275.0,MI022,Mirrors,1.0,9999999999,2024-06-30,9999999988,2024-07-09
262.0,4628.0,AB036,12V Auxiliary Battery,1.0,9999999999,2024-06-27,9999999988,2024-06-29
263.0,404.0,CAF034,Cabin Air Filter,4.0,9999999999,2024-02-09,9999999988,2024-05-10
264.0,4010.0,MI022,Mirrors,3.0,9999999999,2024-02-28,9999999988,2024-03-02
265.0,398.0,RG013,Reduction Gear,1.0,9999999999,2024-01-13,9999999988,2024-05-08
266.0,1600.0,RBS009,Regenerative Braking System,1.0,9999999999,2024-02-21,9999999988,2024-06-22
267.0,2685.0,PEC007,Power Electronics Controller,1.0,9999999999,2024-05-05,9999999988,2024-05-15
268.0,3358.0,PSF033,Power Steering Fluid (if applicable),4.0,9999999999,2024-05-14,9999999988,2024-06-01
269.0,3713.0,CAF034,Cabin Air Filter,3.0,9999999999,2024-05-28,9999999988,2024-07-14
270.0,3338.0,OC010,Onboard Charger,1.0,9999999999,2024-02-13,9999999988,2024-02-24
271.0,1547.0,HL023,Headlights,4.0,9999999999,2024-06-30,9999999988,2024-07-14
272.0,4673.0,EDU012,Electric Drive Unit,1.0,9999999999,2024-05-11,9999999988,2024-07-13
273.0,1998.0,CP004,Charging Port,1.0,9999999999,2024-02-18,9999999988,2024-06-29
274.0,1185.0,IN003,Inverter,1.0,9999999999,2024-04-25,9999999988,2024-07-10
275.0,2665.0,WS021,Windshield,1.0,9999999999,2024-02-19,9999999988,2024-05-04
276.0,737.0,HVC011,High Voltage Cables,1.0,9999999999,2024-04-24,9999999988,2024-07-05
277.0,410.0,PSF033,Power Steering Fluid (if applicable),2.0,9999999999,2024-02-17,9999999988,2024-05-27
278.0,2509.0,CVJ029,CV Joints,4.0,9999999999,2024-03-14,9999999988,2024-03-21
